feature,importance
cat__마명_태기산킹,0
cat__마명_탑티어,0
cat__마명_탄성의반석,0
cat__마명_파워밴드,0
cat__마명_파워군주,0
cat__마명_파사킹,0
cat__마명_파사퀸,0
cat__마명_파사스파크,0
cat__마명_파라이바,0
cat__마명_티아라수아,0
cat__마명_티나케이,0
cat__마명_특급파티,0
cat__마명_트리플팔메토,0
cat__마명_트리플제니,0
cat__마명_트리플에스,0
cat__마명_트리스탄왕자,0
cat__마명_트라움킹,0
cat__마명_투어킹,0
cat__마명_토호스카이,0
cat__마명_팔라티노,0
cat__마명_판타스틱브로,0
cat__마명_파카샤인,0
cat__마명_파인핑크,0
cat__마명_파이어파워,0
cat__마명_파이브스타,0
cat__마명_파이널케이,0
cat__마명_파이널축제,0
cat__마명_파이널질주,0
cat__마명_파이널고,0
cat__마명_파워풀임팩트,0
cat__마명_파워풀슬루,0
cat__마명_파워풀나이트,0
cat__마명_파워질주,0
cat__마명_파워에치드,0
cat__마명_파워베스트,0
cat__마명_프로시드,0
cat__마명_프로미스,0
cat__마명_폭스트롯,0
cat__마명_포에틱누비,0
cat__마명_포에버드림,0
cat__마명_포마드,0
cat__마명_페퍼엑스,0
cat__마명_페어스카이즈,0
cat__마명_퍼플윙크,0
cat__마명_퍼플신화,0
cat__마명_퍼펙트다나은,0
cat__마명_퍼펙트게임,0
cat__마명_퍼펙트건맨,0
cat__마명_퍼지스텝,0
cat__마명_팰로앨토,0
cat__마명_패션스타,0
cat__마명_픽처,0
cat__마명_피엔에스파,0
cat__마명_피엔에스주,0
cat__마명_피엔에스워크,0
cat__마명_피엔에스오오,0
cat__마명_피엔에스미,0
cat__마명_피엔에스날라,0
cat__마명_피엔에스공자,0
cat__마명_플레이스테이,0
cat__마명_플라잉크루저,0
cat__마명_플라잉카라반,0
cat__마명_플라잉월드,0
cat__마명_플라잉스타,0
cat__마명_플라잉데이,0
cat__마명_프리타임,0
cat__마명_프리더원,0
cat__마명_한강판타스틱,0
cat__마명_한강캡틴,0
cat__마명_한강보스,0
cat__마명_학산프린스,0
cat__마명_학산카이로,0
cat__마명_학산스피드,0
cat__마명_학산소드,0
cat__마명_학산대세,0
cat__마명_학산다크호스,0
cat__마명_하트케이,0
cat__마명_하이폴리,0
cat__마명_하이퍼엑스,0
cat__마명_하이퍼선더,0
cat__마명_하이크라운,0
cat__마명_하늘감동,0
cat__마명_하남엘도라도,0
cat__마명_호세,0
cat__마명_호명퀸,0
cat__마명_혜원용마,0
cat__마명_혁무상,0
cat__마명_혁명의질주,0
cat__마명_허쉬대보,0
cat__마명_행운의여신,0
cat__마명_행복한승자,0
cat__마명_행복여전사,0
cat__마명_핵다이아,0
cat__마명_해맞이,0
cat__마명_핫피버,0
cat__마명_한우리,0
cat__마명_한센브레이싱,0
cat__마명_한마디말도,0
cat__마명_한강퍼펙트,0
cat__마명_히어로파이터,0
cat__마명_히어로초이스,0
cat__마명_히어로짱,0
cat__마명_히어로전사,0
cat__마명_히어로삭스,0
cat__마명_희망밴드,0
cat__마명_흥행돌풍,0
cat__마명_황금마스크,0
cat__마명_환상의나라,0
cat__마명_화이트칼라,0
cat__마명_화산폭팔,0
cat__마명_화산귀환,0
cat__마명_화랑투데이,0
cat__마명_화랑산정기,0
cat__마명_홀리카이저,0
cat__마명_홀리데이참,0
cat__기수번호_080484,0
cat__기수번호_080435,0
cat__기수번호_080342,0
cat__기수번호_080122,0
cat__마명_힐링헤이븐,0
cat__마명_히어아이엠,0
cat__마명_나인스피어,0
cat__마명_나이스포스,0
cat__마명_나이스위너,0
cat__마명_나올패스,0
cat__마명_나올스나이퍼,0
cat__마명_나올대왕,0
cat__마명_나소챗,0
cat__마명_나비드,0
cat__마명_나르샤노바,0
cat__마명_나로마스타,0
cat__마명_나라올라,0
cat__마명_나노마신,0
cat__마명_기쁨함성,0
cat__마명_기분좋은말,0
cat__기수번호_080499,0
cat__기수번호_080579,0
cat__기수번호_080568,0
cat__기수번호_080565,0
cat__기수번호_080552,0
cat__마명_남산미남,0
cat__마명_남산무적,0
cat__기수번호_080623,0
cat__기수번호_080618,0
cat__기수번호_080615,0
cat__기수번호_080609,0
cat__기수번호_080598,0
cat__기수번호_080593,0
cat__기수번호_080587,0
cat__기수번호_80530,0
cat__기수번호_80515,0
cat__기수번호_80512,0
cat__기수번호_80487,0
cat__기수번호_80486,0
cat__기수번호_80476,0
cat__기수번호_80438,0
cat__기수번호_80434,0
cat__기수번호_80417,0
cat__기수번호_80100,0
cat__기수번호_80618,0
cat__기수번호_80616,0
cat__기수번호_80614,0
cat__기수번호_80612,0
cat__기수번호_80611,0
cat__기수번호_80609,0
cat__기수번호_80608,0
cat__기수번호_80602,0
cat__기수번호_80599,0
cat__기수번호_80598,0
cat__기수번호_80578,0
cat__기수번호_80562,0
cat__마명_금성파워,0
cat__마명_금성보스,0
cat__마명_금빛파워,0
cat__마명_금빛천하,0
cat__마명_금빛마,0
cat__마명_금빛강호,0
cat__마명_글로벌함성,0
cat__마명_글로벌파워,0
cat__마명_글로벌파로아,0
cat__마명_글로벌타임,0
cat__경주등급_대상,0
cat__기수번호_infrequent_sklearn,0
cat__기수번호_80624,0
cat__기수번호_80622,0
cat__날씨_강풍,0
cat__출전마구분_infrequent_sklearn,0
cat__출전마구분_육성심사합격마,0
cat__출전마구분_국산마한정,0
cat__출전마구분_경매마,0
cat__마명_기대하라,0
cat__마명_급행열차,0
cat__마명_금악명장,0
cat__마명_금아포모스트,0
cat__마명_금세다,0
cat__마명_금세,0
cat__소유자명_강만구,0
cat__소유자명_강균호,0
cat__소유자명_강경운,0
cat__소유자명_(주)엑스포라인,0
cat__소유자명_(주)에이에프피,0
cat__소유자명_(주)아진화학,0
cat__소유자명_(주)아리온,0
cat__소유자명_(주)쎄쎄쎄,0
cat__소유자명_(주)선우패션,0
cat__소유자명_(주)대홍에이스건업,0
cat__소유자명_(주)늘푸른목장,0
cat__소유자명_기무라요시아키,0
cat__소유자명_금악목장,0
cat__소유자명_금아산업(주),0
cat__소유자명_권태석,0
cat__소유자명_권광세,0
cat__소유자명_굿원,0
cat__소유자명_곽승종,0
cat__소유자명_공이공팔,0
cat__소유자명_고재완,0
cat__소유자명_강홍수,0
cat__소유자명_강현찬,0
cat__소유자명_강승호,0
cat__소유자명_강승연,0
cat__소유자명_강수덕,0
cat__소유자명_강석대,0
cat__소유자명_강무웅,0
cat__소유자명_김아라,0
cat__소유자명_김순건,0
cat__소유자명_김세권,0
cat__소유자명_김성래,0
cat__소유자명_김두식,0
cat__소유자명_김다혜,0
cat__소유자명_김길중,0
cat__소유자명_김근영,0
cat__소유자명_김광두,0
cat__소유자명_김경철,0
cat__소유자명_김경민,0
cat__소유자명_김경국,0
cat__소유자명_김갑수,0
cat__소유자명_김창만,0
cat__소유자명_김지훈,0
cat__소유자명_김중길,0
cat__소유자명_김종철,0
cat__소유자명_김종근,0
cat__소유자명_김조은,0
cat__소유자명_김정성,0
cat__소유자명_김욱수,0
cat__소유자명_김우식,0
cat__소유자명_김영선,0
cat__소유자명_김영근,0
cat__소유자명_노만영,0
cat__소유자명_남춘우,0
cat__소유자명_남승현,0
cat__소유자명_남석우,0
cat__소유자명_남경,0
cat__소유자명_김희정,0
cat__소유자명_김호진,0
cat__소유자명_김호선,0
cat__소유자명_김형란,0
cat__소유자명_김현강,0
cat__소유자명_김한수,0
cat__소유자명_김학록,0
cat__소유자명_김철,0
cat__소유자명_김창희,0
cat__소유자명_민홍기,0
cat__소유자명_민규동,0
cat__소유자명_미즈타니 마사테루,0
cat__소유자명_미리내,0
cat__소유자명_문종원,0
cat__소유자명_문석현,0
cat__소유자명_문금철,0
cat__소유자명_명주환,0
cat__소유자명_명마조합,0
cat__소유자명_마용숙,0
cat__소유자명_류민수,0
cat__소유자명_럭키팜,0
cat__소유자명_럭키,0
cat__마명_글로벌기상,0
cat__마명_글로리퀸,0
cat__마명_글로리조이,0
cat__마명_글로리영광,0
cat__마명_글로리앤아너,0
cat__마명_글로리시티,0
cat__마명_글로리삭스,0
cat__마명_글로리데이,0
cat__마명_글라디우스,0
cat__마명_그로우,0
cat__마명_그레이팬텀,0
cat__마명_그레이트스톰,0
cat__소유자명_박병룡,0
cat__소유자명_박민지,0
cat__소유자명_박민규,0
cat__소유자명_박덕희,0
cat__소유자명_배석두,0
cat__소유자명_박희상,0
cat__소유자명_박호균,0
cat__소유자명_박태준,0
cat__소유자명_박치문외1인(조훈현),0
cat__소유자명_박웅진,0
cat__소유자명_박시용,0
cat__소유자명_박성구,0
cat__소유자명_박복용,0
cat__소유자명_박병현,0
cat__마명_글로벌컴퓨팅,0
cat__마명_글로벌서브,0
cat__마명_글로벌삭스,0
cat__소유자명_손병철,0
cat__소유자명_손병석,0
cat__소유자명_서운석,0
cat__소유자명_서순배,0
cat__소유자명_부수선,0
cat__소유자명_부건영,0
cat__소유자명_본투런,0
cat__소유자명_변갑한,0
cat__소유자명_배형진,0
cat__소유자명_배태곤,0
cat__소유자명_배영한,0
cat__소유자명_양진영,0
cat__소유자명_양일추,0
cat__소유자명_양순희,0
cat__소유자명_양동희,0
cat__소유자명_양경필,0
cat__소유자명_안희철,0
cat__소유자명_안영환,0
cat__소유자명_안세희,0
cat__소유자명_신승열,0
cat__소유자명_신명석,0
cat__소유자명_슘호천,0
cat__소유자명_송한우,0
cat__소유자명_송창오,0
cat__소유자명_유영준,0
cat__소유자명_우순근,0
cat__소유자명_우상우,0
cat__소유자명_우상균,0
cat__소유자명_용치우,0
cat__소유자명_요시다가츠미,0
cat__소유자명_오종택,0
cat__소유자명_오상철,0
cat__소유자명_에릭 코,0
cat__소유자명_양희숙,0
cat__소유자명_이민정,0
cat__소유자명_이미경,0
cat__소유자명_이동훈,0
cat__소유자명_이동좌,0
cat__소유자명_이도명,0
cat__소유자명_이기철,0
cat__소유자명_이경호,0
cat__소유자명_이경헌,0
cat__소유자명_이건행,0
cat__소유자명_윤우환,0
cat__소유자명_유종국,0
cat__소유자명_유정희,0
cat__소유자명_이정화,0
cat__소유자명_이재원,0
cat__소유자명_이장호,0
cat__소유자명_이장운,0
cat__소유자명_이윤석,0
cat__소유자명_이웅열,0
cat__소유자명_이용식,0
cat__소유자명_이영성,0
cat__소유자명_이시돌협회,0
cat__소유자명_이수행,0
cat__소유자명_이성헌,0
cat__소유자명_이성인,0
cat__소유자명_이방훈,0
cat__소유자명_이민희,0
cat__소유자명_임영수,0
cat__소유자명_임수복,0
cat__소유자명_임병효,0
cat__소유자명_임두인,0
cat__소유자명_이호열,0
cat__소유자명_이한준,0
cat__소유자명_이중연,0
cat__소유자명_이종원,0
cat__소유자명_이종욱,0
cat__소유자명_이종수,0
cat__소유자명_조경수,0
cat__소유자명_조건진,0
cat__소유자명_제주축산개발,0
cat__소유자명_제이엘피코퍼레이션,0
cat__소유자명_정춘복,0
cat__소유자명_정우종합건설(주),0
cat__소유자명_정영식,0
cat__소유자명_정동진,0
cat__소유자명_정광화,0
cat__소유자명_전영애,0
cat__소유자명_장수영,0
cat__소유자명_장석린,0
cat__소유자명_임흥호,0
cat__소유자명_청메이칭,0
cat__소유자명_천병득,0
cat__소유자명_차청일,0
cat__소유자명_진교원,0
cat__소유자명_지성배,0
cat__소유자명_죠셉달라오,0
cat__소유자명_조한수,0
cat__소유자명_조수영,0
cat__소유자명_조병해,0
cat__소유자명_조병태,0
cat__소유자명_조근식,0
cat__마명_그레이스루트,0
cat__마명_그랜드파크,0
cat__마명_그랜드쾌마,0
cat__마명_그냥가라,0
cat__마명_굿해피,0
cat__마명_굿프렌드,0
cat__마명_굿카보,0
cat__마명_굿최강,0
cat__마명_굿모닝컴,0
cat__마명_국대파이터,0
cat__마명_관악산체크인,0
cat__마명_관악산조이,0
cat__마명_관악산원더풀,0
cat__소유자명_청팅콩,0
cat__소유자명_청솔,0
cat__소유자명_피닉스,0
cat__소유자명_파인트리,0
cat__소유자명_최현우,0
cat__소유자명_최종복,0
cat__소유자명_최임규,0
cat__소유자명_최수군,0
cat__소유자명_최상기,0
cat__소유자명_최병욱,0
cat__소유자명_최병권,0
cat__마명_그레이캔디,0
cat__마명_그레이찰리,0
cat__소유자명_황은호,0
cat__소유자명_환상마,0
cat__소유자명_홍종운,0
cat__소유자명_홍승오,0
cat__소유자명_현태봉,0
cat__소유자명_허윤범,0
cat__소유자명_허영희,0
cat__소유자명_허건호,0
cat__소유자명_한춘택,0
cat__소유자명_한영석,0
cat__소유자명_한명로,0
cat__소유자명_한대영,0
cat__소유자명_피엔에스커튼월,0
cat__부마명_AMERICAN PHAROAH,0
cat__부마명_AMERICAN PATRIOT,0
cat__부마명_AFLEET ALEX,0
cat__부마명_ADMIRE MARS,0
cat__부마명_ADIOS CHARLIE,0
cat__부마명_ACCELERATE,0
cat__생산국_infrequent_sklearn,0
cat__생산국_일본,0
cat__생산국_뉴질랜드,0
cat__소유자명_힐링팜조합,0
cat__소유자명_희망홀스,0
cat__소유자명_황현,0
cat__소유자명_황의영,0
cat__부마명_COLLECTED,0
cat__부마명_CLOUD COMPUTING,0
cat__부마명_CENTRAL BANKER,0
cat__부마명_CATALINA CRUISER,0
cat__부마명_CARAVAGGIO,0
cat__부마명_CANDY RIDE,0
cat__부마명_BY MY STANDARDS,0
cat__부마명_BRODY'S CAUSE,0
cat__부마명_BRETHREN,0
cat__부마명_BLAME,0
cat__부마명_BERNARDINI,0
cat__부마명_BEAU LIAM,0
cat__부마명_AUDIBLE,0
cat__부마명_FRANK CONVERSATION,0
cat__부마명_FLATTER,0
cat__부마명_FLAT OUT,0
cat__부마명_FLAMEAWAY,0
cat__부마명_ENTICED,0
cat__부마명_ECHO TOWN,0
cat__부마명_DIALED IN,0
cat__부마명_CUPID,0
cat__부마명_CROSS TRAFFIC,0
cat__부마명_CREATIVE CAUSE,0
cat__부마명_COURAGEOUS CAT,0
cat__부마명_CONSTITUTION,0
cat__부마명_CONNECT,0
cat__부마명_CONGRATS,0
cat__부마명_COMPETITIVE EDGE,0
cat__부마명_INDEPENDENCE HALL,0
cat__부마명_IMPROBABLE,0
cat__부마명_HONOR A. P.,0
cat__부마명_HIGHER POWER,0
cat__부마명_GUNNEVERA,0
cat__부마명_GORMLEY,0
cat__부마명_GOOD SAMARITAN,0
cat__부마명_GLOBAL CAMPAIGN,0
cat__부마명_GIRVIN,0
cat__부마명_GIFT BOX,0
cat__부마명_GIANT OAK,0
cat__부마명_GHOSTZAPPER,0
cat__부마명_GALILEAN,0
cat__부마명_FROSTED,0
cat__부마명_MIDSHIPMAN,0
cat__부마명_MIDNIGHT STORM,0
cat__부마명_MIDNIGHT LUTE,0
cat__부마명_MENDELSSOHN,0
cat__부마명_MAXIMUS MISCHIEF,0
cat__부마명_MAXIMUM SECURITY,0
cat__부마명_LORD NELSON,0
cat__부마명_LOOKIN AT LUCKY,0
cat__부마명_LIAM'S MAP,0
cat__부마명_LAOBAN,0
cat__부마명_KNOWN AGENDA,0
cat__부마명_KANTHAROS,0
cat__부마명_ISOTHERM,0
cat__부마명_INSTAGRAND,0
cat__부마명_PAYNTER,0
cat__부마명_PALACE MALICE,0
cat__부마명_OSCAR PERFORMANCE,0
cat__부마명_OMAHA BEACH,0
cat__부마명_OLE KIRK,0
cat__부마명_OCEAN PARK,0
cat__부마명_NOT THIS TIME,0
cat__부마명_NOBLE BIRD,0
cat__부마명_MUNNINGS,0
cat__부마명_MUCHO MACHO MAN,0
cat__부마명_MR. MONEY,0
cat__부마명_MOR SPIRIT,0
cat__부마명_MOHAYMEN,0
cat__부마명_MITOLE,0
cat__부마명_MISSION IMPAZIBLE,0
cat__부마명_MINESHAFT,0
cat__부마명_SPUN TO RUN,0
cat__부마명_SPEIGHTSTER,0
cat__부마명_SOLOMINI,0
cat__부마명_SMOKEM,0
cat__부마명_SMILING TIGER,0
cat__부마명_SKY MESA,0
cat__부마명_SIDESTEP,0
cat__부마명_SHANCELOT,0
cat__부마명_SHAMAN GHOST,0
cat__부마명_SEEKING THE SOUL,0
cat__부마명_RUNHAPPY,0
cat__부마명_ROCK YOUR WORLD,0
cat__부마명_RELIABLE MAN,0
cat__부마명_RAGEESE,0
cat__부마명_PRACTICAL JOKE,0
cat__부마명_POINT OF ENTRY,0
cat__부마명_WIN WIN WIN,0
cat__부마명_WEST COAST,0
cat__부마명_VINO ROSSO,0
cat__부마명_UNION RAGS,0
cat__부마명_UNCLE CHUCK,0
cat__부마명_TWIRLING CANDY,0
cat__부마명_TIZNOW,0
cat__부마명_THOUSAND WORDS,0
cat__부마명_THE FACTOR,0
cat__부마명_TARZINO,0
cat__부마명_TAPWRIT,0
cat__부마명_TALE OF VERVE,0
cat__부마명_TACITUS,0
cat__부마명_SUMMER FRONT,0
cat__부마명_STAY THIRSTY,0
cat__부마명_록밴드,0
cat__부마명_디바인파크,0
cat__부마명_도르트문트,0
cat__부마명_더킹,0
cat__부마명_다이나믹대시,0
cat__부마명_닉스고,0
cat__부마명_나스카프린스,0
cat__부마명_글로벌캠페인,0
cat__부마명_가온챔프,0
cat__부마명_ZOUSAIN,0
cat__부마명_YORKTON,0
cat__마명_관악산레오,0
cat__마명_관악산글로벌,0
cat__마명_골든아너,0
cat__마명_골든세이브,0
cat__마명_골든볼,0
cat__마명_골드퀸즈,0
cat__마명_골드캐처,0
cat__마명_골드시대,0
cat__마명_골드스피닝,0
cat__마명_골드베르크,0
cat__마명_골드뭉치,0
cat__마명_고스트크리솔,0
cat__마명_겨울장미,0
cat__마명_검이불루,0
cat__부마명_맘보트레인,0
cat__부마명_록하드텐,0
cat__부마명_아임유어파더,0
cat__부마명_생일기쁨,0
cat__부마명_보이즈앳토스코노,0
cat__부마명_백광,0
cat__부마명_바이언,0
cat__부마명_미스치비어슬리,0
cat__부마명_메디치글로리,0
cat__부마명_메니피,0
cat__부마명_매직댄서,0
cat__마명_관악산오투,0
cat__마명_관악산스톰,0
cat__부마명_제이피즈거스토,0
cat__부마명_자이언트런,0
cat__부마명_일루시브블러프,0
cat__부마명_인디언킹,0
cat__부마명_인디밴드,0
cat__부마명_영천에이스,0
cat__부마명_엑톤파크,0
cat__부마명_에치드,0
cat__부마명_에어쉐이디,0
cat__race_id_2026-02-28_5,0
cat__부마명_어드마이어돈,0
cat__race_id_2026-02-28_6,0
cat__부마명_파이널보스,0
cat__race_id_2026-02-28_7,0
cat__race_id_2026-02-28_8,0
cat__부마명_트리플나인,0
cat__race_id_2026-02-08_3,0
cat__race_id_2026-02-28_3,0
cat__마명_내길의여정,0
cat__부마명_킹삭스,0
cat__부마명_클래식엠파이어,0
cat__부마명_케이탑,0
cat__마명_내길의에이스,0
cat__마명_내게로와줘,0
cat__부마명_천지스톰,0
cat__부마명_천구,0
cat__마명_남촌서브,0
cat__마명_걸작시대,0
cat__마명_거센폭주,0
cat__마명_거센펀치,0
cat__마명_거센빅맨,0
cat__마명_거센반격,0
cat__마명_거센돌격,0
cat__마명_거센대로,0
cat__마명_거센강호,0
cat__마명_강풍마,0
cat__마명_강철파워,0
cat__마명_강철전사,0
cat__마명_강남불청객,0
cat__마명_강나루,0
cat__마명_간다고,0
cat__부마명_프레저베이셔니스,0
cat__부마명_포리스트캠프,0
cat__소재지_나스카팜,0
cat__소재지_금성목장(제주),0
cat__소재지_그레이트힐팜,0
cat__소재지_그레이트팜,0
cat__소재지_궁평캠프,0
cat__마명_남산미녀,0
cat__소재지_가람목장,0
cat__race_id_2026-03-01_9,0
cat__race_id_2026-03-01_8,0
cat__race_id_2026-03-01_6,0
cat__race_id_2026-03-01_5,0
cat__부마명_플래시백,0
cat__부마명_프리덤차일드,0
cat__race_id_2026-03-01_4,0
cat__마명_검은숲,0
cat__마명_걸작티아라,0
cat__소재지_신화목장,0
cat__소재지_스타드팜,0
cat__소재지_스카이팜,0
cat__race_id_2026-03-01_3,0
cat__소재지_세훈목장,0
cat__소재지_성수목장,0
cat__소재지_삼성목장,0
cat__소재지_베스트팜,0
cat__소재지_밀레니엄팜,0
cat__소재지_민송농장,0
cat__소재지_명진목장,0
cat__소재지_마태우리S승마센터,0
cat__소재지_렛츠런팜제주,0
cat__race_id_2026-03-01_2,0
cat__소재지_대한목장,0
cat__마명_가야스타,0
cat__race_id_2023-07-08_1,0
cat__소재지_infrequent_sklearn,0
cat__race_id_2026-03-01_10,0
cat__소재지_피엔에스팜(군포),0
cat__소재지_페가수스,0
cat__race_id_2026-03-01_1,0
cat__race_id_2026-02-14_8,0
cat__소재지_코리아호스랜드,0
cat__마명_달맞이,0
cat__마명_다이아룩,0
cat__마명_다이나믹송,0
cat__소재지_제이엔씨동물병원,0
cat__소재지_일반소재지(내륙),0
cat__소재지_운주승마클럽,0
cat__소재지_오픈마인드팜,0
cat__소재지_양평승마랜드,0
cat__race_id_2023-09-23_2,0
cat__race_id_2023-09-17_1,0
cat__race_id_2023-09-16_2,0
cat__race_id_2023-09-16_1,0
cat__race_id_2023-09-02_3,0
cat__race_id_2023-08-27_1,0
cat__race_id_2023-08-26_3,0
cat__race_id_2023-08-26_1,0
cat__race_id_2023-08-19_1,0
cat__race_id_2023-08-12_1,0
cat__race_id_2023-08-05_3,0
cat__race_id_2023-07-23_1,0
cat__race_id_2023-07-22_3,0
cat__race_id_2023-07-22_2,0
cat__race_id_2023-07-16_1,0
cat__race_id_2023-07-08_2,0
cat__race_id_2023-11-11_4,0
cat__race_id_2023-11-05_9,0
cat__race_id_2023-11-05_8,0
cat__race_id_2023-11-05_5,0
cat__race_id_2023-11-05_1,0
cat__race_id_2023-10-29_1,0
cat__race_id_2023-10-22_3,0
cat__race_id_2023-10-22_1,0
cat__race_id_2023-10-21_3,0
cat__race_id_2023-10-15_3,0
cat__race_id_2023-10-14_1,0
cat__race_id_2023-10-09_9,0
cat__race_id_2023-10-09_4,0
cat__race_id_2023-10-08_3,0
cat__race_id_2023-10-07_2,0
cat__race_id_2023-09-23_3,0
cat__race_id_2024-01-07_5,0
cat__race_id_2024-01-06_2,0
cat__race_id_2024-01-06_1,0
cat__race_id_2023-12-31_1,0
cat__race_id_2023-12-25_3,0
cat__race_id_2023-12-24_2,0
cat__race_id_2023-12-23_2,0
cat__race_id_2023-12-17_6,0
cat__race_id_2023-12-17_1,0
cat__race_id_2023-12-16_3,0
cat__race_id_2023-12-16_2,0
cat__race_id_2023-12-10_6,0
cat__race_id_2023-11-26_1,0
cat__race_id_2023-11-25_7,0
cat__race_id_2023-11-18_4,0
cat__race_id_2023-11-18_3,0
cat__race_id_2024-03-03_1,0
cat__race_id_2024-02-25_4,0
cat__race_id_2024-02-24_8,0
cat__race_id_2024-02-17_1,0
cat__race_id_2024-02-04_9,0
cat__race_id_2024-02-04_8,0
cat__race_id_2024-02-03_3,0
cat__race_id_2024-01-28_7,0
cat__race_id_2024-01-27_9,0
cat__race_id_2024-01-27_4,0
cat__race_id_2024-01-27_3,0
cat__race_id_2024-01-21_7,0
cat__race_id_2024-01-20_4,0
cat__race_id_2024-01-20_1,0
cat__race_id_2024-01-14_4,0
cat__race_id_2024-01-13_1,0
cat__race_id_2024-05-18_9,0
cat__race_id_2024-05-05_8,0
cat__race_id_2024-05-05_5,0
cat__race_id_2024-05-04_3,0
cat__race_id_2024-04-21_1,0
cat__race_id_2024-04-13_1,0
cat__race_id_2024-04-07_7,0
cat__race_id_2024-04-07_3,0
cat__race_id_2024-04-06_4,0
cat__race_id_2024-03-23_1,0
cat__race_id_2024-03-17_8,0
cat__race_id_2024-03-17_3,0
cat__race_id_2024-03-16_2,0
cat__race_id_2024-03-10_9,0
cat__race_id_2024-03-09_3,0
cat__race_id_2024-03-09_1,0
cat__race_id_2024-06-22_9,0
cat__race_id_2024-06-22_1,0
cat__race_id_2024-06-16_2,0
cat__race_id_2024-06-15_8,0
cat__race_id_2024-06-15_4,0
cat__race_id_2024-06-15_1,0
cat__race_id_2024-06-09_10,0
cat__race_id_2024-06-08_3,0
cat__race_id_2024-06-01_2,0
cat__race_id_2024-05-26_6,0
cat__race_id_2024-05-25_2,0
cat__race_id_2024-05-25_10,0
cat__race_id_2024-05-19_6,0
cat__race_id_2024-05-19_3,0
cat__race_id_2024-05-19_2,0
cat__race_id_2024-05-19_1,0
cat__race_id_2024-07-28_11,0
cat__race_id_2024-07-28_10,0
cat__race_id_2024-07-28_1,0
cat__race_id_2024-07-27_6,0
cat__race_id_2024-07-27_1,0
cat__race_id_2024-07-21_7,0
cat__race_id_2024-07-21_5,0
cat__race_id_2024-07-20_6,0
cat__race_id_2024-07-20_1,0
cat__race_id_2024-07-13_2,0
cat__race_id_2024-07-13_1,0
cat__race_id_2024-07-07_6,0
cat__race_id_2024-07-07_3,0
cat__race_id_2024-07-06_1,0
cat__race_id_2024-06-29_8,0
cat__race_id_2024-06-23_8,0
cat__race_id_2024-08-18_9,0
cat__race_id_2024-08-18_3,0
cat__race_id_2024-08-18_2,0
cat__race_id_2024-08-18_1,0
cat__race_id_2024-08-17_6,0
cat__race_id_2024-08-17_3,0
cat__race_id_2024-08-17_1,0
cat__race_id_2024-08-04_7,0
cat__race_id_2024-08-04_6,0
cat__race_id_2024-08-04_3,0
cat__race_id_2024-08-04_1,0
cat__race_id_2024-08-03_9,0
cat__race_id_2024-08-03_1,0
cat__race_id_2024-07-28_9,0
cat__race_id_2024-07-28_6,0
cat__race_id_2024-07-28_13,0
cat__race_id_2024-09-08_1,0
cat__race_id_2024-09-07_7,0
cat__race_id_2024-09-07_6,0
cat__race_id_2024-09-07_10,0
cat__race_id_2024-09-01_8,0
cat__race_id_2024-09-01_1,0
cat__race_id_2024-08-31_5,0
cat__race_id_2024-08-31_4,0
cat__race_id_2024-08-31_1,0
cat__race_id_2024-08-25_9,0
cat__race_id_2024-08-25_8,0
cat__race_id_2024-08-25_10,0
cat__race_id_2024-08-25_1,0
cat__race_id_2024-08-24_6,0
cat__race_id_2024-08-24_2,0
cat__race_id_2024-08-24_1,0
cat__race_id_2024-09-28_4,0
cat__race_id_2024-09-28_3,0
cat__race_id_2024-09-28_2,0
cat__race_id_2024-09-28_11,0
cat__race_id_2024-09-28_10,0
cat__race_id_2024-09-15_2,0
cat__race_id_2024-09-15_1,0
cat__race_id_2024-09-14_9,0
cat__race_id_2024-09-14_7,0
cat__race_id_2024-09-14_6,0
cat__race_id_2024-09-14_4,0
cat__race_id_2024-09-14_3,0
cat__race_id_2024-09-14_2,0
cat__race_id_2024-09-14_1,0
cat__race_id_2024-09-08_4,0
cat__race_id_2024-09-08_2,0
cat__race_id_2024-10-12_4,0
cat__race_id_2024-10-12_3,0
cat__race_id_2024-10-12_2,0
cat__race_id_2024-10-12_11,0
cat__race_id_2024-10-12_1,0
cat__race_id_2024-10-06_9,0
cat__race_id_2024-10-06_7,0
cat__race_id_2024-10-06_6,0
cat__race_id_2024-10-06_5,0
cat__race_id_2024-10-06_10,0
cat__race_id_2024-10-05_6,0
cat__race_id_2024-10-05_5,0
cat__race_id_2024-10-05_1,0
cat__race_id_2024-09-29_9,0
cat__race_id_2024-09-29_8,0
cat__race_id_2024-09-29_1,0
cat__race_id_2024-10-26_1,0
cat__race_id_2024-10-20_7,0
cat__race_id_2024-10-20_3,0
cat__race_id_2024-10-20_2,0
cat__race_id_2024-10-20_1,0
cat__race_id_2024-10-19_7,0
cat__race_id_2024-10-19_6,0
cat__race_id_2024-10-19_5,0
cat__race_id_2024-10-19_3,0
cat__race_id_2024-10-19_2,0
cat__race_id_2024-10-19_1,0
cat__race_id_2024-10-13_6,0
cat__race_id_2024-10-13_2,0
cat__race_id_2024-10-13_10,0
cat__race_id_2024-10-13_1,0
cat__race_id_2024-10-12_7,0
cat__race_id_2024-11-03_9,0
cat__race_id_2024-11-03_8,0
cat__race_id_2024-11-03_4,0
cat__race_id_2024-11-03_11,0
cat__race_id_2024-11-02_9,0
