iteration,train_rmse,test_rmse,gap
207,0.2388199548400681,0.28155142751553264,0.04273147267546454
208,0.23867364483937792,0.2816001055179198,0.04292646067854189
209,0.23849622210267368,0.28163927532382993,0.04314305322115625
210,0.23836196712068342,0.28162148050812275,0.04325951338743933
211,0.23823656510099178,0.28162149362823397,0.043384928527242184
212,0.23811363832332338,0.28162274297608697,0.043509104652763586
213,0.2378680782213256,0.2816005652522377,0.04373248703091209
214,0.23772103016412324,0.28162904605452466,0.043908015890401414
215,0.2375639287397668,0.28159845629740643,0.04403452755763962
216,0.23735344412812814,0.2816943278452748,0.04434088371714667
217,0.23715102424254317,0.2817231024523869,0.04457207820984374
218,0.23696102020929757,0.281750372825606,0.044789352616308425
219,0.23678454338590266,0.28183966875117267,0.04505512536527001
220,0.23665498971271945,0.2818278704872783,0.04517288077455886
221,0.23646094226828307,0.28186750874640026,0.045406566478117194
222,0.23630399812995675,0.2818669784747345,0.045562980344777765
223,0.2361107788516666,0.28186840716036754,0.04575762830870095
224,0.23592789870155267,0.28182771735411255,0.045899818652559876
225,0.23574436831420398,0.2818464119556417,0.04610204364143772
226,0.2355973822089517,0.28183595992884797,0.04623857771989626
227,0.23541342859643008,0.28186609743616375,0.046452668839733674
228,0.2352101559858552,0.28191887470176635,0.046708718715911146
229,0.23505663582468053,0.2819201281621979,0.04686349233751738
230,0.23488906171484644,0.2819282048104821,0.047039143095635644
231,0.23476543987604492,0.281939079901702,0.047173640025657104
232,0.23457141773894105,0.28188912864269466,0.04731771090375361
233,0.2344163586408765,0.28186203426479073,0.04744567562391422
234,0.23428972052740357,0.2818650506003019,0.04757533007289835
235,0.23412471642495883,0.2818341451836471,0.04770942875868825
236,0.23397016037594565,0.28181236843454766,0.04784220805860201
237,0.23380418676965833,0.2818176593047754,0.04801347253511709
238,0.23361847976623012,0.2818407568754132,0.04822227710918309
239,0.23348058408021738,0.2818929199680121,0.0484123358877947
240,0.23332011308208891,0.2819586950304479,0.04863858194835899
241,0.2330925311577977,0.28197566541702596,0.048883134259228245
242,0.23296092599969062,0.28198905522318096,0.04902812922349034
243,0.23281516621470777,0.2819738481875321,0.0491586819728243
244,0.23266763565340956,0.2819589999858754,0.049291364332465865
245,0.23249394040834712,0.28198730673929207,0.04949336633094495
246,0.23228426276819594,0.2819778113307089,0.049693548562512985
247,0.23216996379863702,0.28198932167706603,0.049819357878429005
248,0.23203351457352317,0.2819727448016198,0.049939230228096654
249,0.231822499032256,0.28203576552200266,0.050213266489746666
250,0.23166748654473102,0.2819778542105591,0.05031036766582808
251,0.2315181887203285,0.28195717689270294,0.05043898817237444
252,0.23134086214502703,0.28191442829958463,0.0505735661545576
253,0.23121467267993712,0.28192724892220394,0.05071257624226683
254,0.23102338114915133,0.2819455663791775,0.050922185230026173
255,0.23085162496456899,0.2819608898569837,0.05110926489241471
256,0.23074258304753925,0.28198251079425224,0.05123992774671299
257,0.2305595311759638,0.28208083168817855,0.051521300512214735
258,0.23042875546638605,0.2820761008670667,0.05164734540068064
259,0.2302497591760952,0.28212320763930593,0.051873448463210736
260,0.23012136434532518,0.28213907909319175,0.05201771474786657
261,0.22996705123945854,0.28213532550256887,0.052168274263110326
262,0.22980090295552102,0.2820319840877103,0.05223108113218927
263,0.22960959296467784,0.28202585708499467,0.05241626412031683
264,0.22951555969071122,0.28203534533805785,0.052519785647346634
265,0.22931061634340155,0.28200979070310983,0.05269917435970828
266,0.2291577280185881,0.28201260760089425,0.05285487958230614
267,0.2289904574609271,0.2820612325246335,0.05307077506370639
268,0.22882109616998855,0.2820366774640824,0.053215581294093844
269,0.22862565431381315,0.2820838002922177,0.053458145978404537
270,0.22845118465744033,0.28208845127523813,0.0536372666177978
271,0.22832462561763966,0.28203371653102055,0.053709090913380886
272,0.2281401856379648,0.2820249352649193,0.0538847496269545
273,0.22797858244753225,0.28200672134256777,0.05402813889503552
274,0.2277941843001883,0.28198140891728757,0.05418722461709927
275,0.22759777650186658,0.28200615640637744,0.05440837990451086
276,0.22746429388844042,0.28200340676019947,0.054539112871759055
277,0.22727330885548486,0.2819960788635962,0.05472277000811132
278,0.22714129076701717,0.2820005000865507,0.05485920931953353
279,0.22696964263139488,0.282042345845551,0.05507270321415611
280,0.22686939621080138,0.28205999906259377,0.05519060285179239
281,0.22670534513525065,0.2821155844986782,0.05541023936342754
282,0.22656672967049218,0.28210180030239135,0.055535070631899164
283,0.2264297935388483,0.2821404413067327,0.055710647767884425
284,0.22627734562867788,0.2821382630783156,0.0558609174496377
285,0.22610609402762863,0.2821134370078295,0.05600734298020085
286,0.22593374532717567,0.28211423808528074,0.05618049275810508
287,0.22580192580317812,0.2821116810954727,0.05630975529229457
288,0.22559106185043953,0.2821185101888913,0.05652744833845175
289,0.22542867833530575,0.2821782081555694,0.05674952982026363
290,0.22525999123693877,0.2821838814936355,0.056923890256696724
291,0.22507536766999944,0.2822480554830363,0.05717268781303683
292,0.22496204050477034,0.2822741722167383,0.057312131711967945
293,0.22475359394556996,0.28225267758858885,0.057499083643018895
294,0.22461587432722827,0.28229494924670784,0.05767907491947957
295,0.22448027721143024,0.28229979782323356,0.057819520611803316
296,0.22435177727017142,0.2823778450808391,0.05802606781066766
297,0.22421724274405944,0.28238523716003777,0.058167994415978336
298,0.22406041696132112,0.2823588371867581,0.058298420225436964
299,0.22388611528526298,0.28234161467328367,0.05845549938802069
300,0.2237466482349726,0.2823757087547897,0.05862906051981709
301,0.2235986626663839,0.2823659517244527,0.05876728905806883
302,0.2234241734722379,0.28242394992871006,0.05899977645647217
303,0.2232814964983611,0.28242739125714356,0.05914589475878246
304,0.22310678373528753,0.28242996509104057,0.05932318135575304
305,0.2229550137522915,0.2824584234280041,0.059503409675712604
306,0.2228292323954032,0.2824272784884984,0.059598046093095214
307,0.222690362515029,0.2824692568859938,0.059778894370964786
308,0.22253850906455902,0.2824803926627835,0.0599418835982245
309,0.22236383744005223,0.2824917450014391,0.06012790756138686
310,0.22220362128366408,0.28249112772360396,0.06028750643993988
311,0.22201560461550932,0.28249266095103154,0.06047705633552222
312,0.22185334263655637,0.2825364403548929,0.06068309771833652
313,0.22174761723189607,0.282572074421296,0.06082445718939994
314,0.2216130767265789,0.282596411466811,0.060983334740232126
315,0.22145453619786068,0.2825899782954161,0.06113544209755542
316,0.22126261669092606,0.28260615659884636,0.0613435399079203
317,0.2211099131471089,0.2826198524718688,0.06150993932475993
318,0.22093975908187427,0.28263437422863735,0.06169461514676308
319,0.22076950120895428,0.28263161880402,0.06186211759506571
320,0.22061462736726,0.28259389507413285,0.06197926770687284
321,0.22045414762170074,0.2825766156094737,0.06212246798777299
322,0.2203129345028644,0.28252314352473623,0.062210209021871826
323,0.22015591110109034,0.2825652383686394,0.06240932726754905
324,0.21999591450778788,0.28263095749565487,0.06263504298786698
325,0.21983992205164302,0.2825875099221283,0.06274758787048526
326,0.21972434190515705,0.28259820471509484,0.06287386280993779
327,0.2195731667748394,0.28269315526908684,0.06311998849424744
328,0.21940978639055495,0.28260152420408213,0.06319173781352719
329,0.2193033846986275,0.2826024084201309,0.0632990237215034
330,0.21919634430257373,0.28259318373118164,0.06339683942860791
331,0.21905247924756646,0.282586352594454,0.06353387334688756
332,0.2188963383770574,0.28263567115654026,0.06373933277948285
333,0.21871085683198335,0.28267917174193574,0.06396831490995239
334,0.2185305586484618,0.2826677161307881,0.06413715748232632
335,0.21844142767891203,0.2826613792484028,0.06421995156949076
336,0.2182964378431838,0.2826643825828398,0.06436794473965601
337,0.2181735176744581,0.28267261855626763,0.06449910088180952
338,0.21801191201902964,0.28268003654152474,0.0646681245224951
339,0.2178946812726826,0.282676994908558,0.06478231363587542
340,0.2177526689994602,0.28270998509153383,0.06495731609207364
341,0.21757279133784055,0.28272001607537367,0.06514722473753312
342,0.21738779358840332,0.2827721226970718,0.06538432910866848
343,0.21724437571920252,0.28276646720109994,0.06552209148189742
344,0.21708021217873205,0.28277656150905706,0.065696349330325
345,0.21695554623976415,0.2827774359499236,0.06582188971015945
346,0.21683573099855188,0.28277999151303723,0.06594426051448535
347,0.21667216028403907,0.2828431963226253,0.0661710360385862
348,0.21651059722392893,0.2829110112957237,0.06640041407179478
349,0.21633968091743638,0.2829693407305708,0.0666296598131344
350,0.21618189759709755,0.2829229909447035,0.06674109334760597
351,0.21604110716480623,0.28292273689240627,0.06688162972760003
352,0.2159280232671067,0.28293256509261083,0.06700454182550414
353,0.21575279771290362,0.28293651897321986,0.06718372126031624
354,0.21560613347952148,0.2830122664514457,0.06740613297192424
355,0.21547286189836362,0.2830147537742678,0.0675418918759042
356,0.21532951846174797,0.28299294437662537,0.0676634259148774
357,0.21519135405078252,0.2830122544492545,0.06782090039847197
358,0.21503119708148125,0.2830154970036182,0.06798429992213698
359,0.2149220061631024,0.2830581637893908,0.06813615762628841
360,0.214743956560279,0.2831117695352788,0.06836781297499978
361,0.21463970883309905,0.28316132049253556,0.06852161165943652
362,0.21452015097148303,0.28314891102742423,0.06862876005594121
363,0.21441304612627343,0.28315475341491636,0.06874170728864293
364,0.21428004367999567,0.28315692508472023,0.06887688140472456
365,0.2141516235516632,0.28316690271311873,0.06901527916145553
366,0.2140165392140901,0.2831651486397796,0.06914860942568948
367,0.21388349657174957,0.2831574858232966,0.06927398925154701
368,0.21371440428637115,0.2831739031172791,0.06945949883090793
369,0.21358896870044106,0.2831818872329965,0.06959291853255542
370,0.21345336717730806,0.28310467477957507,0.06965130760226701
371,0.21329388314319617,0.28309449331300507,0.0698006101698089
372,0.213122064799907,0.28311870687521173,0.06999664207530473
373,0.21296497748520757,0.28314015409116716,0.0701751766059596
374,0.21282512524081698,0.28314882794707474,0.07032370270625776
375,0.21269802078283703,0.28315376486943744,0.07045574408660041
376,0.21255422698013188,0.2831505285148853,0.07059630153475344
377,0.21244033808255405,0.28314228056151963,0.07070194247896558
378,0.2122663107151224,0.2830860998558268,0.07081978914070439
379,0.21210287159497745,0.2831169172284433,0.07101404563346583
380,0.2119927948050889,0.283131919682144,0.07113912487705512
381,0.21185457311655095,0.28319230180867216,0.07133772869212121
382,0.21172392408178345,0.2832078497965169,0.07148392571473347
383,0.21157350678032294,0.2832150281002453,0.07164152131992235
384,0.21139962633362908,0.2832256308531976,0.0718260045195685
385,0.21129451304793762,0.28319918341225714,0.07190467036431952
386,0.21113671470194034,0.2831982766809721,0.07206156197903174
387,0.21096044197005007,0.28326129949876144,0.07230085752871138
388,0.21080958499957714,0.28328671728009125,0.07247713228051411
389,0.2106554444977449,0.28329023807222914,0.07263479357448424
390,0.21054510858450987,0.28328567395095483,0.07274056536644496
391,0.21040182260323176,0.28327603397420625,0.0728742113709745
392,0.21029128611317643,0.2833190383064316,0.07302775219325519
393,0.210163686155567,0.2833217380193615,0.07315805186379451
394,0.210005815021188,0.28338317103160154,0.07337735601041354
395,0.20985776774987328,0.2834021282831784,0.07354436053330513
396,0.2096924419953236,0.2834165138523743,0.07372407185705071
397,0.20952090896583112,0.2834281526705121,0.07390724370468096
398,0.20938462214528955,0.28345372927922113,0.07406910713393158
399,0.2092404083829592,0.2834430573025998,0.07420264891964057
400,0.20907481130750177,0.28344394748696694,0.07436913617946517
401,0.20897635485478902,0.2834197769486643,0.0744434220938753
402,0.20880815208279208,0.28341798585404876,0.07460983377125668
403,0.2086577040352563,0.283445368316798,0.07478766428154171
404,0.20853096374313,0.28347251117691363,0.07494154743378365
405,0.2083948201612336,0.28344273704084316,0.07504791687960957
406,0.2082338184025087,0.2835989297875929,0.07536511138508417
407,0.20806376577938981,0.2835895631185293,0.07552579733913947
408,0.20791176652655632,0.2836280729826651,0.0757163064561088
409,0.20780113885350687,0.2836192411870633,0.0758181023335564
410,0.20763871764399452,0.28365828905162893,0.0760195714076344
411,0.20751696368130818,0.28364466411746686,0.07612770043615869
412,0.20736772195606365,0.2836461301150162,0.07627840815895257
413,0.20724776352859262,0.2836918557242947,0.07644409219570206
414,0.2071542662782565,0.283695177226939,0.07654091094868248
415,0.20701461879168542,0.2836508121665724,0.07663619337488697
416,0.2069169857779266,0.2836876146042093,0.07677062882628272
417,0.20675062372090278,0.2836846925529142,0.0769340688320114
418,0.20661856103708123,0.28365637507631464,0.0770378140392334
419,0.20648107551647188,0.2836869757515312,0.0772059002350593
420,0.20634593469883036,0.2837759173628272,0.07742998266399684
421,0.2062332667984371,0.2838107558858615,0.07757748908742443
422,0.2061202233493131,0.2837930627900404,0.07767283944072731
423,0.20595952189655706,0.28381873911603356,0.0778592172194765
424,0.20581901446958673,0.2839061571529876,0.07808714268340089
425,0.20569337845201516,0.28385516425089363,0.07816178579887847
426,0.2055657532618111,0.2838397206055037,0.07827396734369263
427,0.20542988883067273,0.2838456807693228,0.07841579193865009
428,0.20528593085515714,0.28382942507478476,0.07854349421962761
429,0.20511085365112589,0.2837987905762518,0.0786879369251259
430,0.2049731453724797,0.2837638853558601,0.0787907399833804
431,0.20486684447118442,0.2837697049894302,0.0789028605182458
432,0.20474968991986892,0.2838165938469841,0.07906690392711518
433,0.20459279609634817,0.28384568493173484,0.07925288883538667
434,0.20443857549707606,0.283847215944053,0.07940864044697693
435,0.2042840430551237,0.2838249520785059,0.07954090902338218
436,0.20413385361654932,0.2838063381295815,0.07967248451303219
437,0.20397820801127314,0.28386882350927056,0.07989061549799742
438,0.2038834138199472,0.28387671452661195,0.07999330070666474
439,0.2037522922371685,0.2838775088288936,0.08012521659172511
440,0.20359203532487302,0.28385958250856563,0.08026754718369261
441,0.20347834399781725,0.28391613908499863,0.08043779508718138
442,0.20335935096066263,0.283939039201152,0.08057968824048936
443,0.20322513581440335,0.28396562628123573,0.08074049046683238
444,0.20308434434635866,0.28402222001198546,0.0809378756656268
445,0.202953687417646,0.2840355263132537,0.08108183889560769
446,0.2028446690584819,0.2840273535935939,0.08118268453511199
447,0.20273391443586974,0.2840677789028666,0.08133386446699686
448,0.20261181630012443,0.28411465687014675,0.08150284057002233
449,0.20246788225427345,0.28411858383125815,0.0816507015769847
450,0.202313269071575,0.28417379315022157,0.08186052407864655
451,0.202172217109003,0.28421607025675044,0.08204385314774745
452,0.20203283628473212,0.28422198739357984,0.08218915110884772
453,0.20192639503782805,0.2842442522159033,0.08231785717807527
454,0.20177502092246477,0.28422067379736926,0.08244565287490449
455,0.20161547135120755,0.2842206778517923,0.08260520650058473
456,0.20149652044703792,0.2842610556842154,0.08276453523717747
457,0.20138526149918462,0.28427095411214964,0.08288569261296502
458,0.20125583249911116,0.28425282744469804,0.08299699494558688
459,0.20114692568054707,0.2842515474197733,0.08310462173922625
460,0.20101846926300942,0.2842707968165915,0.08325232755358208
461,0.20088896841520895,0.2843127711130731,0.08342380269786417
462,0.20075665211471527,0.28434351643835315,0.08358686432363788
463,0.20064771279124854,0.2843422570767992,0.08369454428555068
464,0.2005393847516428,0.28434403844352585,0.08380465369188306
465,0.2004005243875634,0.2843627412388172,0.08396221685125382
466,0.20032357492433908,0.28436922069108383,0.08404564576674475
467,0.20019113019037713,0.2843631767963815,0.08417204660600439
468,0.2000602540139111,0.2843578573294794,0.08429760331556829
469,0.19994126663635794,0.2843663153758389,0.08442504873948095
470,0.19979250881004484,0.28434656102165057,0.08455405221160572
471,0.19968014010261867,0.2843200293635104,0.08463988926089175
472,0.19957980756948546,0.2843172787854419,0.08473747121595643
473,0.1994547892219285,0.2843085805691503,0.08485379134722182
474,0.1993061684094636,0.2842895780467497,0.0849834096372861
475,0.19921529683769806,0.2843450377850211,0.08512974094732306
476,0.1991110522493949,0.2843668645714726,0.08525581232207768
477,0.19900199442872346,0.28437948038090277,0.08537748595217931
478,0.19883243088187263,0.2843834170460913,0.08555098616421869
479,0.19874436837089177,0.28442438145394605,0.08568001308305428
480,0.1986108556094571,0.2844801565490404,0.08586930093958331
481,0.19849593212849592,0.28445337467858084,0.08595744255008492
482,0.19834461769068842,0.2844561667098767,0.0861115490191883
