chaksun,diffTot,divide,hrName,hrno,jkName,jkNo,meet,noracefl,prow,prowName,prtr,prtrName,rankKind,rc10dusu,rcAge,rcBudam,rcChul,rcCode,rcDate,rcDiff2,rcDiff3,rcDiff4,rcDiff5,rcDist,rcFrflag,rcGrade,rcHrfor,rcHrnew,rcNo,rcNrace,rcOrd,rcP1Odd,rcP1Sale,rcP2Odd,rcP2Sale,rcP3Odd,rcP3Sale,rcP4Odd,rcP4Sale,rcP5Odd,rcP5Sale,rcP6Odd,rcP6Sale,rcP8Odd,rcP8Sale,rcPlansu,rcRank,rcSex,rcSpcbu,rcTime,rcVtdusu,rundayth,track,weath,wgHr,year
0,16.25,0,파워에치드,0045734,박을운,080339,서울,정상,010801,박정재,070166,심승태,0,0,3세,2,11,일반,20230107,10.0,11.0,12.25,13.25,1300,국산,일반,국산마,Rookie2,1,일반,8,3.4,12434200,8.4,34473800,6.9,452435800,12.4,121439300,31.1,67343700,227.5,442404800,819.0,178840500,12,06,오픈,1,84.0,12,1,양호,흐림,483,2023
0,18.875,0,마구마,0045728,김정준,080473,서울,정상,117016,임흥호,070108,안해양,0,0,3세,2,12,일반,20230107,10.0,11.0,12.25,13.25,1300,국산,일반,국산마,Rookie2,1,일반,11,3.4,12434200,8.4,34473800,6.9,452435800,12.4,121439300,31.1,67343700,227.5,442404800,819.0,178840500,12,06,오픈,1,84.5,12,1,양호,흐림,480,2023
5600000,2.5,0,레이디태풍,0045923,조인권,080438,서울,정상,122001,조현영,070198,임채덕,0,0,3세,2,1,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,3,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,77.0,12,1,양호,흐림,466,2023
0,19.75,0,담쟁이아르고,0046377,오수철,080608,서울,정상,111006,우태율,070200,최용건,0,0,3세,2,2,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,10,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,80.1,12,1,양호,흐림,407,2023
1600000,5.75,0,캔디글로우,0046619,문세영,080366,서울,정상,122001,조현영,070177,김동철,0,0,3세,2,3,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,5,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,77.6,12,1,양호,흐림,478,2023
0,27.75,0,열정아르고,0046011,유승완,080417,서울,정상,111006,우태율,070146,안병기,0,0,3세,2,4,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,12,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,81.6,12,1,양호,흐림,468,2023
22000000,0.0,0,왈가닥,0045464,문성혁,080587,서울,정상,105204,김철,070174,강성오,0,0,3세,2,5,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,1,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,76.6,12,1,양호,흐림,461,2023
2000000,2.75,0,에클레어스타,0050240,김동수,080529,서울,정상,214131,토마스 리,070182,전승규,0,0,3세,2,6,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,4,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,77.1,12,1,양호,흐림,450,2023
0,19.25,0,티아모,0045647,신형철,080122,서울,정상,010424,강홍수,070170,김동균,0,0,3세,2,7,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,9,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,80.0,12,1,양호,흐림,491,2023
0,23.75,0,들꽃향기,0046101,박을운,080339,서울,정상,105211,강석대,070167,이신우,0,0,3세,2,8,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,11,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,80.8,12,1,양호,흐림,478,2023
8800000,1.0,0,단디,0046163,김용근,080405,서울,정상,117016,임흥호,070108,안해양,0,0,3세,2,9,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,2,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,76.8,12,1,양호,흐림,453,2023
0,11.75,0,그레이스케이,0045355,김정준,080473,서울,정상,117025,강경운,070179,송문길,0,0,3세,2,10,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,7,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,78.7,12,1,양호,흐림,459,2023
0,8.75,0,스카이텐,0045375,박현우,080499,서울,정상,104131,박광순,070115,박천서,0,0,3세,2,11,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,6,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,78.2,12,1,양호,흐림,452,2023
0,16.75,0,지르콘,0045877,이동진,080579,서울,정상,111053,한명로,070265,토니,0,0,3세,2,12,일반,20230107,1.0,2.5,2.75,5.75,1200,국산,일반,국산마,Rookie2,2,일반,8,7.7,20643100,1.9,43108400,16.8,663482800,45.4,183581600,7.8,90316900,47.3,614334000,354.2,266307000,12,06,암,1,79.5,12,1,양호,흐림,457,2023
0,20.25,0,아라대장군,0045326,문성혁,080587,서울,정상,105119,고재완,070165,서인석,0,0,연령오픈,2,1,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,11,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,79.2,12,1,양호,흐림,533,2023
8800000,1.75,0,아르고탑,0045360,문세영,080366,서울,정상,111006,우태율,070146,안병기,0,0,연령오픈,2,2,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,2,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,76.0,12,1,양호,흐림,470,2023
0,13.0,0,원더풀하와이,0042261,김효정,080578,서울,정상,010498,지대섭,070096,서범석,0,0,연령오픈,2,3,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,9,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,77.9,12,1,양호,흐림,432,2023
22000000,0.0,0,강한퀸,0046025,이혁,080486,서울,정상,113028,강수덕,070145,홍대유,0,0,연령오픈,2,4,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,1,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,75.7,12,1,양호,흐림,498,2023
0,12.5,0,드림스카이,0045835,조인권,080438,서울,정상,105249,박덕희,070198,임채덕,0,0,연령오픈,2,5,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,8,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,77.8,12,1,양호,흐림,471,2023
5600000,4.75,0,슈프림스타,0045234,박태종,080103,서울,정상,112005,손병현,070148,정호익,0,0,연령오픈,2,6,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,3,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,76.5,12,1,양호,흐림,491,2023
1600000,6.25,0,선더브라보,0045285,김동수,080529,서울,정상,116045,최동근,070145,홍대유,0,0,연령오픈,2,7,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,5,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,76.8,12,1,양호,흐림,441,2023
0,38.25,0,스타태풍,0043900,조상범,080533,서울,정상,104040,박재범,070177,김동철,0,0,연령오픈,2,8,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,12,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,82.3,12,1,양호,흐림,488,2023
2000000,5.25,0,골드마이티,0046137,최범현,080361,서울,정상,010587,유길상,070149,우창구,0,0,연령오픈,2,9,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,4,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,76.6,12,1,양호,흐림,478,2023
0,11.75,0,씽씽씽,0045179,안토니오,080576,서울,정상,114026,(주)디알엠씨티,070164,박재우,0,0,연령오픈,2,10,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,7,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,77.7,12,1,양호,흐림,464,2023
0,14.25,0,골든펄,0043674,오수철,080608,서울,정상,106148,박준배,070200,최용건,0,0,연령오픈,2,11,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,10,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,78.1,12,1,양호,흐림,464,2023
0,9.25,0,원더풀위싱,0045219,이용호,080547,서울,정상,010498,지대섭,070198,임채덕,0,0,연령오픈,2,12,일반,20230107,1.75,4.75,5.25,6.25,1200,국산,일반,국산마,경매마,3,일반,6,13.9,26055800,2.5,51649100,14.7,860516000,45.3,253297100,6.4,118382200,36.1,839839000,299.3,328145000,12,06,오픈,1,77.3,12,1,양호,흐림,427,2023
0,10.25,0,새로운빛깔,0044817,김옥성,080100,서울,정상,065067,김종식,070145,홍대유,0,0,연령오픈,2,1,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,7,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.6,12,1,양호,흐림,467,2023
0,15.5416,0,유로강자,0044134,하정훈,080552,서울,정상,065096,조창규,070161,신삼영,0,0,연령오픈,2,2,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,11,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,117.6,12,1,양호,흐림,476,2023
3500000,7.0,0,스타프린세스,0044173,방춘식,080294,서울,정상,065118,금악목장,070225,문병기,0,0,연령오픈,2,3,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,3,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.0,12,1,양호,흐림,476,2023
0,11.5416,0,대천챔프,0043935,박병윤,080435,서울,정상,010542,김경민,070152,최봉주,0,0,연령오픈,2,4,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,10,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.9,12,1,양호,흐림,412,2023
0,10.0,0,클레어파워,0045094,문성혁,080587,서울,정상,121005,박민지,070150,손영표,0,0,연령오픈,2,5,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,6,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.6,12,1,양호,흐림,498,2023
13750000,0.0,0,너를응원해,0043879,오수철,080608,서울,정상,119010,임동현,070197,이준철,0,0,연령오픈,2,6,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,1,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,114.8,12,1,양호,흐림,447,2023
0,10.75,0,송암레전드,0044017,조재로,080550,서울,정상,121019,송암축산,070168,최용구,0,0,연령오픈,2,7,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,8,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.7,12,1,양호,흐림,541,2023
0,46.5416,0,테스조이,0044554,박을운,080339,서울,정상,010538,김광영,070144,배휴준,0,0,연령오픈,2,8,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,12,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,123.0,12,1,양호,흐림,476,2023
5500000,4.0,0,후이넘,0042537,문정균,080337,서울,정상,112007,김영근,070170,김동균,0,0,연령오픈,2,9,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,2,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,115.4,12,1,양호,흐림,506,2023
1250000,7.75,0,제로백파이브,0042646,김아현,080598,서울,정상,116053,청수,070181,이관호,0,0,연령오픈,2,10,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,4,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.2,12,1,양호,흐림,449,2023
1000000,8.75,0,배다리공주,0046296,신형철,080122,서울,정상,110050,송한우,070145,홍대유,0,0,연령오픈,2,11,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,5,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.4,12,1,양호,흐림,505,2023
0,10.7916,0,원평버드,0044292,김태훈,080512,서울,정상,106198,김용재,070110,유재길,0,0,연령오픈,2,12,일반,20230107,4.0,7.0,7.75,8.75,1700,국산,일반,국산마,일반,4,일반,9,3.2,32201700,5.4,52284600,78.4,963688100,135.1,238952300,28.2,125586200,228.0,874172700,1166.5,314795500,12,06,오픈,1,116.8,12,1,양호,흐림,475,2023
0,6.875,0,쿠레레쿠스,0041206,정정희,080530,서울,정상,104015,이재원,070181,이관호,0,0,연령오픈,2,1,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,6,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,104.4,10,1,양호,흐림,485,2023
33000000,0.0,0,야무진재수,0046509,문세영,080366,서울,정상,111006,우태율,070146,안병기,0,0,연령오픈,2,2,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,1,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,103.1,10,1,양호,흐림,505,2023
2400000,6.625,0,블루참,0041644,안토니오,080576,서울,정상,065160,김세민,070160,서홍수,0,0,연령오픈,2,3,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,5,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,104.3,10,1,양호,흐림,522,2023
0,25.875,0,남산주몽,0044929,이용호,080547,서울,정상,121047,이강운,070265,토니,0,0,연령오픈,2,4,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,9,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,107.8,10,1,양호,흐림,461,2023
13200000,0.125,0,퀴클리런,0043869,김용근,080405,서울,정상,114028,씨유네트워크,070174,강성오,0,0,연령오픈,2,5,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,2,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,103.2,10,1,양호,흐림,483,2023
0,32.875,0,메인오브킹,0042756,김아현,080598,서울,정상,112005,손병현,070181,이관호,0,0,연령오픈,2,6,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,10,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,109.1,10,1,양호,흐림,445,2023
3000000,4.625,0,송암티즈,0040511,문성혁,080587,서울,정상,121019,송암축산,070182,전승규,0,0,연령오픈,2,7,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,4,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,104.0,10,1,양호,흐림,469,2023
0,22.875,0,파이어로드,0042758,김정준,080473,서울,정상,110058,손병철,070103,김윤섭,0,0,연령오픈,2,8,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,8,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,107.2,10,1,양호,흐림,494,2023
8400000,0.625,0,해피삭스,0043282,조인권,080438,서울,정상,010352,김창식,070175,강환민,0,0,연령오픈,2,9,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,3,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,103.3,10,1,양호,흐림,463,2023
0,19.875,0,다이아파워캣,0043767,방춘식,080294,서울,정상,106030,강균호,070165,서인석,0,0,연령오픈,2,10,일반,20230107,0.125,0.625,4.625,6.625,1600,혼합,일반,외산마,일반,5,일반,7,2.4,30638400,2.0,47337800,2.2,865505500,4.3,331024400,4.2,145052000,9.1,1028185800,31.4,463108900,10,04,오픈,2,106.7,10,1,양호,흐림,468,2023
0,24.5,0,대천뷰티,0043937,최범현,080361,서울,정상,010542,김경민,070152,최봉주,0,0,연령오픈,3,1,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,11,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,93.2,11,1,양호,흐림,488,2023
5600000,4.25,0,은파마운틴,0044684,김아현,080598,서울,정상,105161,이미경,070114,박희철,0,0,연령오픈,3,2,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,3,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,89.6,11,1,양호,흐림,505,2023
0,13.0,0,비엔토,0042325,유승완,080417,서울,정상,121048,전영애,070166,심승태,0,0,연령오픈,3,3,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,9,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,91.2,11,1,양호,흐림,448,2023
0,13.5,0,빅에너지,0042293,조재로,080550,서울,정상,116049,김광명,070181,이관호,0,0,연령오픈,3,4,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,10,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,91.2,11,1,양호,흐림,507,2023
22000000,0.0,0,논스톱위닝,0038756,신형철,080122,서울,정상,105151,태희종합건설,070110,유재길,0,0,연령오픈,3,5,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,1,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,88.9,11,1,양호,흐림,457,2023
0,11.5,0,희망오름,0044728,김정준,080473,서울,정상,106272,김근영,070098,최영주,0,0,연령오픈,3,6,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,8,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,90.9,11,1,양호,흐림,455,2023
8800000,4.0,0,정문최강,0042702,김옥성,080100,서울,정상,117014,김재영,070157,구자흥,0,0,연령오픈,3,7,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,2,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,89.6,11,1,양호,흐림,506,2023
2000000,6.0,0,퀸오브베스트,0042399,김동수,080529,서울,정상,110056,신우철,070199,조현수,0,0,연령오픈,3,8,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,4,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,89.9,11,1,양호,흐림,448,2023
0,24.5,0,누비고,0042566,이동진,080579,서울,정상,010190,천병득,070165,서인석,0,0,연령오픈,3,9,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,94,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,0.0,11,1,양호,흐림,0,2023
1600000,9.0,0,영웅대마,0042309,김철호,080434,서울,정상,116049,김광명,070148,정호익,0,0,연령오픈,3,10,일반,20230107,4.0,4.25,6.0,9.0,1400,국산,일반,국산마,일반,6,일반,5,6.6,34271700,2.2,62958700,16.3,1081633500,32.5,267851000,6.3,138302300,34.8,977797500,197.5,351484100,12,05,오픈,0,90.4,11,1,양호,흐림,488,2023
