chaksun,diffTot,divide,hrName,hrno,jkName,jkNo,meet,noracefl,prow,prowName,prtr,prtrName,rankKind,rc10dusu,rcAge,rcBudam,rcChul,rcCode,rcDate,rcDiff2,rcDiff3,rcDiff4,rcDiff5,rcDist,rcFrflag,rcGrade,rcHrfor,rcHrnew,rcNo,rcNrace,rcOrd,rcP1Odd,rcP1Sale,rcP2Odd,rcP2Sale,rcP3Odd,rcP3Sale,rcP4Odd,rcP4Sale,rcP5Odd,rcP5Sale,rcP6Odd,rcP6Sale,rcP8Odd,rcP8Sale,rcPlansu,rcRank,rcSex,rcSpcbu,rcTime,rcVtdusu,rundayth,track,weath,wgHr
24750000,0.0,0,마이티러브,0050800,김태희,080603,서울,정상,113005,조병태,070160,서홍수,0,0,3세,2,1,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,1,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,76.3,12,1,건조,맑음,407
0,34.125,0,지나송,0051231,문정균,080337,서울,정상,010578,강용식,070148,정호익,0,0,3세,2,2,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,12,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,82.3,12,1,건조,맑음,503
0,12.125,0,위버멘쉬,0051823,오수철,080608,서울,정상,105212,오종택,070200,최용건,0,0,3세,2,3,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,7,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,78.3,12,1,건조,맑음,454
6300000,1.625,0,과천퀸,0052479,마이아,080616,서울,정상,124010,럭키,070170,김동균,0,0,3세,2,4,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,3,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,76.6,12,1,건조,맑음,455
0,13.125,0,또순이서울,0051423,이동하,080562,서울,정상,215035,구리야마 타다시,070174,강성오,0,0,3세,2,5,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,8,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,78.5,12,1,건조,맑음,456
9900000,1.5,0,살바도르,0051723,문세영,080366,서울,정상,104040,박재범,070225,문병기,0,0,3세,2,6,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,2,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,76.6,12,1,건조,맑음,476
0,14.125,0,승리바로우즈,0051528,조재로,080550,서울,정상,214705,이노쿠마 히로츠구,070165,서인석,0,0,3세,2,7,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,9,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,78.7,12,1,건조,맑음,487
2250000,3.125,0,삼정레이디,0052088,장추열,080476,서울,정상,113135,김호선,070175,강환민,0,0,3세,2,8,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,4,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,76.9,12,1,건조,맑음,463
1800000,5.125,0,클레어빅뱅,0051295,이용호,080547,서울,정상,121005,박민지,070179,송문길,0,0,3세,2,9,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,5,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,77.2,12,1,건조,맑음,441
0,15.125,0,예스엔젤,0050780,김효정,080578,서울,정상,065096,조창규,070164,박재우,0,0,3세,2,10,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,10,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,78.9,12,1,건조,맑음,485
0,10.125,0,히어로초이스,0051833,김정준,080473,서울,정상,216306,임재형,070103,김윤섭,0,0,3세,2,11,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,6,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,78.0,12,1,건조,맑음,503
0,26.125,0,브라운슈거,0052257,김용근,080405,서울,정상,121024,굿원,070174,강성오,0,0,3세,2,12,일반,20250104,1.5,1.625,3.125,5.125,1200,국산,일반,국산마,루키,1,일반,11,14.9,20429000,3.7,28017100,60.6,465675200,142.2,116641000,24.2,69304400,365.5,553677200,2619.4,263737500,12,06,오픈,1,80.9,12,1,건조,맑음,471
0,13.75,0,원평누리,0047323,이용호,080547,서울,정상,106198,김용재,070165,서인석,0,0,연령오픈,2,1,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,9,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,78.0,11,1,건조,맑음,462
0,7.5,0,불국시대,1412351,임다빈,080602,서울,정상,121053,퍼플라인,070247,이동국,0,0,연령오픈,2,2,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,7,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,76.9,11,1,건조,맑음,415
6600000,3.0,0,학산클리어,0050686,이동하,080562,서울,정상,119036,황봉기,070103,김윤섭,0,0,연령오픈,2,3,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,2,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,76.1,11,1,건조,맑음,470
0,16.25,0,스카이로열,0047166,김동수,080529,서울,정상,104127,허도행,070170,김동균,0,0,연령오픈,2,4,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,11,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,78.4,11,1,건조,맑음,460
0,7.0,0,캡틴뮤직,0046658,김옥성,080100,서울,정상,010801,박정재,070166,심승태,0,0,연령오픈,2,5,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,6,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,76.8,11,1,건조,맑음,488
0,14.25,0,레이디버드,1412317,이철경,080563,서울,정상,103007,박웅진,070117,박윤규,0,0,연령오픈,2,6,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,10,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,78.1,11,1,건조,맑음,482
4200000,4.0,0,글로벌서브,0051855,씨씨웡,080613,서울,정상,010611,장재형,070148,정호익,0,0,연령오픈,2,7,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,3,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,76.3,11,1,건조,맑음,489
0,8.75,0,영광의스카이,0051509,장추열,080476,서울,정상,110048,변창덕,070164,박재우,0,0,연령오픈,2,8,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,8,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,77.1,11,1,건조,맑음,489
1200000,6.0,0,라온스필레타,0050934,김성현,080612,서울,정상,106025,손천수,070095,박종곤,0,0,연령오픈,2,9,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,5,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,76.6,11,1,건조,맑음,476
16500000,0.0,0,레몬케이,0050738,김용근,080405,서울,정상,117025,강경운,070179,송문길,0,0,연령오픈,2,10,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,1,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,75.5,11,1,건조,맑음,479
1500000,5.5,0,천지레이디,0051100,유승완,080417,서울,정상,112007,김영근,070170,김동균,0,0,연령오픈,2,11,일반,20250104,3.0,4.0,5.5,6.0,1200,국산,일반,국산마,일반,2,일반,4,3.7,22638800,2.8,35691600,40.5,572746200,63.7,142725100,10.3,83251000,52.2,631562700,291.3,279535200,11,06,오픈,1,76.5,11,1,건조,맑음,478
16500000,0.0,0,지산포스,0050949,코지,080617,서울,정상,110116,홍승오,070146,안병기,0,0,연령오픈,2,1,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,1,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,89.7,11,1,건조,맑음,482
0,10.75,0,히퍼드롬,0046707,조인권,080438,서울,정상,117017,강현철,070170,김동균,0,0,연령오픈,2,2,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,8,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,91.6,11,1,건조,맑음,468
1200000,8.0,0,블루선,0050964,조상범,080533,서울,정상,117030,양경필,070117,박윤규,0,0,연령오픈,2,3,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,5,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,91.2,11,1,건조,맑음,523
0,12.75,0,선더럭키,0047558,송재철,080513,서울,정상,109014,변갑한,070149,우창구,0,0,연령오픈,2,4,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,9,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,92.0,11,1,건조,맑음,510
0,10.5,0,턴테이블,0046567,이상규,080609,서울,정상,121019,송암축산,070157,구자흥,0,0,연령오픈,2,5,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,6,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,91.5,11,1,건조,맑음,433
4200000,4.5,0,열정마,0050966,조재로,080550,서울,정상,116049,김광명,070177,김동철,0,0,연령오픈,2,6,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,3,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,90.5,11,1,건조,맑음,454
0,15.875,0,투에이스,0042321,김성현,080612,서울,정상,116043,강현찬,070198,임채덕,0,0,연령오픈,2,7,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,11,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,92.5,11,1,건조,맑음,479
0,15.75,0,마루별,0046744,김효정,080578,서울,정상,114021,양현모,070148,정호익,0,0,연령오픈,2,8,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,10,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,92.5,11,1,건조,맑음,445
6600000,2.5,0,터보차지,0050640,이동하,080562,서울,정상,121019,송암축산,070175,강환민,0,0,연령오픈,2,9,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,2,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,90.1,11,1,건조,맑음,458
1500000,5.0,0,에코포레,0047550,정우주,080588,서울,정상,010421,이종원,070248,함완식,0,0,연령오픈,2,10,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,4,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,90.6,11,1,건조,맑음,439
0,10.625,0,상임대표,0046557,씨씨웡,080613,서울,정상,104069,이시환,070182,전승규,0,0,연령오픈,2,11,일반,20250104,2.5,4.5,5.0,8.0,1400,국산,일반,국산마,일반,3,일반,7,1.8,18319400,1.7,35438300,7.6,565944200,10.2,199180000,3.0,89641100,6.5,658349600,27.7,393434000,11,06,오픈,1,91.6,11,1,건조,맑음,484
1200000,3.375,0,코탑,0047353,마이아,080616,서울,정상,214708,배은정,070200,최용건,0,0,연령오픈,2,1,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,5,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,83.5,11,1,건조,맑음,429
4200000,2.625,0,스위치파워,0050806,유승완,080417,서울,정상,121019,송암축산,070168,최용구,0,0,연령오픈,2,2,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,3,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,83.4,11,1,건조,맑음,471
16500000,0.0,0,그레이스루트,0051657,장추열,080476,서울,정상,010496,박남성,070164,박재우,0,0,연령오픈,2,3,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,1,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,83.0,11,1,건조,맑음,481
0,4.125,0,고오고오,0047465,김옥성,080100,서울,정상,121053,퍼플라인,070225,문병기,0,0,연령오픈,2,4,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,6,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,83.7,11,1,건조,맑음,483
6600000,0.125,0,영원포텐,1411530,송재철,080513,서울,정상,105127,이종훈,070179,송문길,0,0,연령오픈,2,5,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,2,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,83.0,11,1,건조,맑음,466
0,6.625,0,다이아룩,0052163,문세영,080366,서울,정상,122010,김희정,070146,안병기,0,0,연령오픈,2,6,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,8,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,84.1,11,1,건조,맑음,444
0,12.375,0,러닝아티스트,0046924,조상범,080533,서울,정상,123003,정우종합건설(주),070177,김동철,0,0,연령오픈,2,7,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,10,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,85.1,11,1,건조,맑음,435
0,4.625,0,동방포스,0051215,정우주,080588,서울,정상,122030,이상진,070167,이신우,0,0,연령오픈,2,8,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,7,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,83.8,11,1,건조,맑음,442
0,7.375,0,레이디폭스,0047169,임다빈,080602,서울,정상,010632,김봉섭,070170,김동균,0,0,연령오픈,2,9,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,9,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,84.3,11,1,건조,맑음,459
1500000,2.875,0,와일드해피,0050732,조재로,080550,서울,정상,010424,강홍수,070108,안해양,0,0,연령오픈,2,10,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,4,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,83.5,11,1,건조,맑음,462
0,12.875,0,유테이크,0046457,이철경,080563,서울,정상,121053,퍼플라인,070161,신삼영,0,0,연령오픈,2,11,일반,20250104,0.125,2.625,2.875,3.375,1300,국산,일반,국산마,일반,4,일반,11,4.1,28596700,3.3,47834000,45.7,858765800,96.8,221534000,19.4,121536200,236.3,954360800,1144.1,405937800,11,06,암,1,85.2,11,1,건조,맑음,456
6300000,7.5,2,가나파워,0047061,해리카심,080614,서울,정상,117024,김한수,070145,홍대유,0,0,연령오픈,3,1,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,3,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,82.4,8,1,건조,맑음,471
1800000,12.5,2,네모스피릿,0045889,김태희,080603,서울,정상,118001,박정배,070161,신삼영,0,0,연령오픈,3,2,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,5,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,83.3,8,1,건조,맑음,469
9900000,7.0,2,아치러너,0046031,오수철,080608,서울,정상,121019,송암축산,070200,최용건,0,0,연령오픈,3,3,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,2,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,82.4,8,1,건조,맑음,456
24750000,0.0,2,어메이징스타,0046702,장추열,080476,서울,정상,106272,김근영,070165,서인석,0,0,연령오픈,3,4,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,1,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,81.1,8,1,건조,맑음,460
2250000,10.0,2,쌍옥루,0044516,이철경,080563,서울,정상,114024,이용식,070152,최봉주,0,0,연령오픈,3,5,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,4,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,82.9,8,1,건조,맑음,492
0,16.5,2,천마챗,0045434,김옥성,080100,서울,정상,109017,조금제,070198,임채덕,0,0,연령오픈,3,6,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,6,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,84.0,8,1,건조,맑음,455
0,21.5,2,함평파이터,0043755,김성현,080612,서울,정상,121026,함평제일,070150,손영표,0,0,연령오픈,3,7,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,7,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,85.0,8,1,건조,맑음,501
0,28.5,2,쇠와꽃,0042291,문정균,080337,서울,정상,106198,김용재,070110,유재길,0,0,연령오픈,3,8,일반,20250104,7.0,7.5,10.0,12.5,1300,국산,일반,국산마,일반,5,일반,8,1.3,26160900,1.6,35215400,5.9,550700400,7.5,327525300,3.3,96554500,7.6,801729100,20.7,613983500,8,05,오픈,0,86.2,8,1,건조,맑음,475
1800000,9.7916,0,메니샤크,0046117,조상범,080533,서울,정상,116047,김영완,070170,김동균,0,0,연령오픈,3,1,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,5,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,76.4,11,1,건조,맑음,487
0,13.9166,0,나올시대,0045257,유승완,080417,서울,정상,121010,이경호a,070199,조현수,0,0,연령오픈,3,2,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,10,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,77.1,11,1,건조,맑음,486
0,11.6666,0,비트도깨비,0051882,임다빈,080602,서울,정상,123017,양진영,070167,이신우,0,0,연령오픈,3,3,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,8,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,76.7,11,1,건조,맑음,424
2250000,9.75,0,원평광야,0044362,김성현,080612,서울,정상,106198,김용재,070148,정호익,0,0,연령오픈,3,4,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,4,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,76.4,11,1,건조,맑음,483
0,36.9166,0,맥스골드,0047461,김옥성,080100,서울,정상,118003,김은갑,070166,심승태,0,0,연령오픈,3,5,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,11,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,81.1,11,1,건조,맑음,493
6300000,7.25,0,그로우,0045359,김동수,080529,서울,정상,010603,배석두,070170,김동균,0,0,연령오픈,3,6,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,3,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,75.9,11,1,건조,맑음,477
24750000,0.0,0,한센브레이싱,0051084,이동하,080562,서울,정상,106168,(주)자성실업,070182,전승규,0,0,연령오픈,3,7,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,1,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,74.6,11,1,건조,맑음,403
9900000,1.25,0,라온더케이샤,0050837,송재철,080513,서울,정상,123026,라온랜드(주),070095,박종곤,0,0,연령오픈,3,8,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,2,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,74.8,11,1,건조,맑음,456
0,13.6666,0,제우시대,0046273,푸르칸,080611,서울,정상,119017,구인택,070200,최용건,0,0,연령오픈,3,9,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,9,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,77.1,11,1,건조,맑음,467
0,10.4166,0,금성여제,0047256,해리카심,080614,서울,정상,065096,조창규,070150,손영표,0,0,연령오픈,3,10,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,7,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,76.5,11,1,건조,맑음,451
0,10.2916,0,민트플레이,0050005,조한별,080515,서울,정상,122001,조현영,070198,임채덕,0,0,연령오픈,3,11,일반,20250104,1.25,7.25,9.75,9.7916,1200,국산,일반,국산마,일반,6,일반,6,1.9,24746700,1.8,51949300,3.2,858668700,4.2,283730600,4.8,137054400,11.1,1029903400,22.8,499729000,11,05,오픈,0,76.5,11,1,건조,맑음,430
2400000,10.75,0,선더호스,0042549,오수철,080608,서울,정상,116049,김광명,070146,안병기,0,0,연령오픈,3,1,일반,20250104,4.0,4.25,8.25,10.75,1600,혼합,일반,외산마,일반,7,일반,5,1.5,25880200,1.8,69136000,4.8,865717800,6.0,274238200,3.9,122357000,12.6,996031300,27.6,510786300,10,04,오픈,0,103.4,10,1,건조,맑음,474
8400000,4.25,0,티나케이,0054020,송재철,080513,서울,정상,117025,강경운,070149,우창구,0,0,연령오픈,3,2,일반,20250104,4.0,4.25,8.25,10.75,1600,혼합,일반,외산마,일반,7,일반,3,1.5,25880200,1.8,69136000,4.8,865717800,6.0,274238200,3.9,122357000,12.6,996031300,27.6,510786300,10,04,오픈,0,102.2,10,1,건조,맑음,468
0,18.25,0,글로리삭스,0055565,이철경,080563,서울,정상,010352,김창식,070181,이관호,0,0,연령오픈,3,3,일반,20250104,4.0,4.25,8.25,10.75,1600,혼합,일반,외산마,일반,7,일반,9,1.5,25880200,1.8,69136000,4.8,865717800,6.0,274238200,3.9,122357000,12.6,996031300,27.6,510786300,10,04,오픈,0,104.7,10,1,건조,맑음,484
0,17.75,0,아가판서스,0046603,조한별,080515,서울,정상,122001,조현영,070177,김동철,0,0,연령오픈,3,4,일반,20250104,4.0,4.25,8.25,10.75,1600,혼합,일반,외산마,일반,7,일반,8,1.5,25880200,1.8,69136000,4.8,865717800,6.0,274238200,3.9,122357000,12.6,996031300,27.6,510786300,10,04,오픈,0,104.7,10,1,건조,맑음,466
13200000,4.0,0,엘도라도놀부,0052091,장추열,080476,서울,정상,119010,임동현,070148,정호익,0,0,연령오픈,3,5,일반,20250104,4.0,4.25,8.25,10.75,1600,혼합,일반,외산마,일반,7,일반,2,1.5,25880200,1.8,69136000,4.8,865717800,6.0,274238200,3.9,122357000,12.6,996031300,27.6,510786300,10,04,오픈,0,102.2,10,1,건조,맑음,491
3000000,8.25,0,학산마초,0047265,문세영,080366,서울,정상,119036,황봉기,070145,홍대유,0,0,연령오픈,3,6,일반,20250104,4.0,4.25,8.25,10.75,1600,혼합,일반,외산마,일반,7,일반,4,1.5,25880200,1.8,69136000,4.8,865717800,6.0,274238200,3.9,122357000,12.6,996031300,27.6,510786300,10,04,오픈,0,103.0,10,1,건조,맑음,507
0,23.25,0,라온더탑,0046940,김성현,080612,서울,정상,106025,손천수,070095,박종곤,0,0,연령오픈,3,7,일반,20250104,4.0,4.25,8.25,10.75,1600,혼합,일반,외산마,일반,7,일반,10,1.5,25880200,1.8,69136000,4.8,865717800,6.0,274238200,3.9,122357000,12.6,996031300,27.6,510786300,10,04,오픈,0,105.6,10,1,건조,맑음,489
