birthday,chaksunT,faHrName,faHrNo,hrLastAmt,hrName,hrNo,meet,moHrName,moHrNo,name,ord1CntT,ord1CntY,ord2CntT,ord2CntY,ord3CntT,ord3CntY,owName,owNo,rank,rating,rcCntT,rcCntY,sex,trName,trNo
20200325,218900000,테스타마타,0034428,"30,000천원(개별)",스틸플레이,0046614,서울,대싱플래티넘,0029197,한국,4,0,3,0,3,1,조현영,122001,국3,0,26,4,수,휴양마,0AAAAA
20220218,65550000,한센,0032990,"95,000천원(개별)",스팅제트,0050959,서울,아름다운동행,0034657,한국,2,0,0,0,0,0,본투런,121018,국4,0,10,4,거,휴양마,0AAAAA
20220128,9000000,록밴드,0032272,수증,스파이스밴드,0050825,서울,스파이스록,0039063,한국,0,0,0,0,1,1,정영식,104154,국6,0,13,13,암,이신우,070167
20230206,0,인디밴드,0028545,"60,000천원(개별)",스파이시제리,0053136,서울,스파이스록,0039063,한국,0,0,0,0,0,0,범한산업,106114,국미검,0,0,0,암,이신우,070167
20210306,200400000,한센,0032990,"40,000천원(경매)",스파크선더,1412246,서울,레이즈미업,0037888,한국,5,1,1,1,1,0,이웅열,010413,국3,0,21,9,암,박종곤,070095
20210507,95550000,콩코드포인트,0038387,"38,000천원(개별)",스파클링,1412301,서울,아만포어,0038297,한국,2,2,3,1,1,1,조용학,010362,국4,0,15,9,거,서홍수,070160
20210423,273450000,미스터크로우,0041813,"27,000천원(경매)",스팔타,0047422,서울,당대화신,0036568,한국,4,1,8,0,2,2,김세권,111004,국2,0,22,6,거,박재우,070164
20210209,201750000,TIZNOW,6261339,"130,000천원(개별)",스퍼트빗,0053093,서울,SILVER LULLABY,6104560,미국,3,0,2,0,3,2,(주)디알엠씨티,114026,외2,0,15,6,수,정호익,070148
20200518,82100000,애니기븐새터데이,0036358,수증,스페셜타임,0046342,서울,스페셜파티,0014929,한국,3,1,0,0,1,1,퍼플라인,121053,국4,0,16,5,암,박윤규,070117
20210206,54250000,언캡처드,0044993,"35,000천원(개별)",스페셜포스,0046648,서울,스페셜찬스,0038418,한국,1,0,2,0,0,0,이상진,122030,국5,0,21,8,암,임채덕,070198
20210110,55800000,올드패션드,0037972,"45,000천원(개별)",스페이스루비,0046639,서울,스페이스셔틀,0030155,한국,2,0,0,0,1,0,조현영,122001,국5,0,3,0,암,휴양마,0AAAAA
20210402,22800000,SPEIGHTSTER,6112212,"50,000천원(개별)",스포르차,0052498,서울,RENA,6104840,미국,0,0,0,0,2,1,박호균,119030,외4,0,10,4,수,휴양마,0AAAAA
20220215,134100000,오버애널라이즈,0045082,"30,000천원(개별)",스플렌디드,0050947,서울,소천하,0027497,한국,4,3,0,0,3,1,홍상기,105194,국3,0,16,7,수,서인석,070165
20230125,0,MIDSHIPMAN,6784653,"55,913천원(개별)",스피드길,0057321,서울,FOREVER,6150080,미국,0,0,0,0,0,0,박남성,010496,외미검,0,0,0,수,송문길,070179
20220327,0,어드마이어돈,0028958,수증,스피드레전드,0051057,서울,판타스틱,0043641,한국,0,0,0,0,0,0,송암축산,121019,국6,0,12,8,암,휴양마,0AAAAA
20210131,420350000,테스타마타,0034428,"60,000천원(경매)",스피드원,0046711,서울,라이프앳더탑,0039751,한국,6,0,6,3,4,3,박남성,010496,국1,0,22,9,수,전승규,070182
20240326,0,머스킷맨,0036732,"80,000천원(경매)",스피드챔프,0060975,서울,노블주얼,0052767,한국,0,0,0,0,0,0,(주)디알엠씨티,114026,국미검,0,0,0,수,송문길,070179
20240519,0,AUDIBLE,6119755,"57,492천원(개별)",스피어스,0061544,서울,ORENCIA,6142338,미국,0,0,0,0,0,0,박희상,115008,외4,0,0,0,수,강성오,070174
20210226,119900000,파워블레이드,0033566,"1,000천원(개별)",슬램드래곤,0046781,서울,대즐링디스플레이,0040138,한국,3,1,2,1,3,1,(주)메타플렉스,125014,국3,0,17,4,수,휴양마,0AAAAA
20240127,0,컬러즈플라잉,0027443,"47,000천원(경매)",슬링스마일,0055350,서울,남산꽃,0043225,한국,0,0,0,0,0,0,강현철,117017,국미검,0,0,0,수,김동균,070170
20220413,87150000,투아너앤드서브,0041566,"47,000천원(개별)",슬링스타,0051793,서울,디그리,0040219,한국,3,3,1,1,1,1,강현철,117017,국4,0,6,6,거,김동균,070170
20220429,56700000,뉴레전드,0037674,"70,000천원(개별)",승리바로우즈,0051528,서울,승리사랑,0032522,한국,1,1,2,2,3,3,이노쿠마 히로츠구,214705,국5,0,14,11,수,서인석,070165
20190103,632250000,미스치비어슬리,0038245,"10,000천원(개별)",승부사,0043659,서울,티피맥지,0040089,한국,6,0,2,0,4,0,박재범,104040,국2,0,34,9,수,배휴준,070144
20220315,68250000,INSTAGRAND,6149543,"71,741천원(개별)",시크릿삭스,0056412,서울,SWAMP PASS ALLEY,7021607,미국,1,0,1,0,1,0,김창식,010352,외4,0,11,5,암,휴양마,0AAAAA
20220421,33600000,한센,0032990,"1,000천원(개별)",시크릿울프,0051208,서울,에스키모즈베스트,0034902,한국,1,1,1,1,0,0,(주)나스카,110034,국5,0,9,6,암,신삼영,070161
20240227,0,레이스데이,0046317,"20,000천원(개별)",시티오브드림,0055348,서울,해피우먼,0042045,한국,0,0,0,0,0,0,(주)제주플러스,124045,국미검,0,0,0,암,박재우,070164
20230320,0,카우보이칼,0038391,"25,000천원(개별)",신라의비술,0053139,서울,클래시컬휴머,0041958,한국,0,0,0,0,0,0,(주)대홍에이스건업,124044,국6,0,0,0,암,휴양마,0AAAAA
20230314,19200000,지몰로지스트,6969075,"55,000천원(개별)",신라의파이터,0053520,서울,신라의달밤,0035584,한국,1,1,0,0,0,0,이민희,121017,국5,0,7,7,수,박재우,070164
20200326,139400000,테스타마타,0034428,"25,000천원(개별)",신의반전,0045808,서울,상류,0029193,한국,2,1,5,0,2,1,김진태a,105239,국4,0,33,8,암,강환민,070175
20210317,229500000,올드패션드,0037972,"60,000천원(경매)",신의여제,0046822,서울,장산여제,0032050,한국,4,1,4,3,3,0,김진태a,105239,국3,0,21,8,암,문병기,070225
20210402,58600000,퍼지,0039750,"40,000천원(경매)",신의운명,0047543,서울,로켓퀸,0036267,한국,2,0,1,0,0,0,김진태a,105239,국5,0,31,11,거,문병기,070225
20210126,300400000,PALACE MALICE,6971298,"57,590천원(개별)",신의이름,0052503,서울,SNACK SHACK,6119732,미국,4,1,2,0,6,0,김진태a,105239,외1,0,34,14,거,문병기,070225
20220423,2700000,오버애널라이즈,0045082,"30,000천원(개별)",신천하트,0051812,서울,파티레이나,0028740,한국,0,0,0,0,0,0,문종원,122027,국6,0,9,9,암,홍대유,070145
20220301,36900000,퍼지,0039750,수증,신한에이스,0051110,서울,에이스비전,0037905,한국,1,1,1,1,0,0,부건영,104079,국5,0,8,7,암,서인석,070165
20220311,374300000,투아너앤드서브,0041566,"45,000천원(개별)",실버레인,0052119,서울,플리트코즈웨이,0036658,한국,5,2,3,3,2,0,조근식,124006,국2,0,16,9,수,안병기,070146
20210408,24000000,머스킷맨,0036732,"20,000천원(개별)",실버문,0046967,서울,라온리치,0024748,한국,1,0,0,0,1,0,박재용,123005,국5,0,11,5,암,성상현,070289
20220525,16500000,섀클포드,0045050,수증,실크스펙터,0052078,서울,캐티베이팅,0041543,한국,1,1,0,0,0,0,허영희,104011,국5,0,6,6,암,임채덕,070198
20240403,0,투아너앤드서브,0041566,"45,000천원(경매)",싱싱서브,0056063,서울,암바리카,0036708,한국,0,0,0,0,0,0,전석호,114001,국미검,0,0,0,수,배휴준,070144
20240207,0,올드패션드,0037972,"45,000천원(개별)",싱싱패션,0055433,서울,황홀한질주,0038114,한국,0,0,0,0,0,0,전석호,114001,국미검,0,0,0,수,배휴준,070144
20220322,67650000,콩코드포인트,0038387,"35,000천원(개별)",싹다나은,0051523,서울,사사,0038962,한국,2,2,1,1,2,2,이진경,117021,국4,0,10,9,암,함완식,070248
20230518,0,섀클포드,0045050,"32,000천원(경매)",쌍두마차,0053809,서울,쉬즈더잭팟,0050569,한국,0,0,0,0,0,0,최성룡,105180,국미검,0,0,0,거,휴양마,0AAAAA
20190405,92050000,선더모카신,0033119,"30,000천원(개별)",쌍옥루,0044516,서울,프리실라,0028867,한국,1,0,3,2,5,2,이용식,114024,국5,0,42,16,거,최봉주,070152
20220228,289300000,투아너앤드서브,0041566,자가생산,쏘아라스타,0051127,서울,블루엠파이어,0039979,한국,6,5,3,1,2,1,현태봉,065034,국2,0,15,10,수,이관호,070181
20230224,0,선더모카신,0033119,자가생산,쏘아라윈드,0052951,서울,데퓨티곤윈드,0036664,한국,0,0,0,0,0,0,현태봉,065034,국미검,0,0,0,암,휴양마,0AAAAA
20230427,16500000,카우보이칼,0038391,자가생산,쏘아라하하,0053733,서울,쏘아라호호,0044309,한국,1,1,0,0,0,0,현태봉,065034,국5,0,4,4,수,이관호,070181
20230201,0,어플릿익스프레스,0039737,"46,000천원(개별)",아너,0053022,서울,한나즈홀리데이,0041941,한국,0,0,0,0,0,0,손병철,110058,국미검,0,0,0,거,휴양마,0AAAAA
20230207,0,투아너앤드서브,0041566,"15,000천원(개별)",아너클래스,0052988,서울,아너드,0036652,한국,0,0,0,0,0,0,박호균,119030,국미검,0,0,0,암,강성오,070174
20200408,308600000,컬러즈플라잉,0027443,"35,000천원(경매)",아르고리치,0045921,서울,어너러리갤럽,0036636,한국,5,1,7,3,1,0,우태율,111006,국2,0,27,11,수,최용건,070200
20200331,374550000,록하드텐,0031305,"23,500천원(경매)",아르고스마일,0046042,서울,스마일퀸,0032489,한국,6,0,6,1,2,1,우태율,111006,국1,0,22,5,수,휴양마,0AAAAA
20230310,1800000,나이트러스,7000060,"40,000천원(개별)",아름다운빛,0053386,서울,터프그린,0039012,한국,0,0,0,0,0,0,이경헌,124041,국6,0,3,3,암,최봉주,070152
20230427,40950000,지몰로지스트,6969075,"35,000천원(개별)",아리온퀸카,0053918,서울,겨울왕국,0034635,한국,1,1,1,1,1,1,권진환,122021,국5,0,4,4,암,이동국,070247
20190406,211100000,선더모카신,0033119,"25,000천원(개별)",아마존킹,0043864,서울,시크릿랩소디,0036473,한국,3,1,5,2,5,2,허훈,114018,국3,0,45,12,거,토니,070265
20200417,59550000,테스타마타,0034428,"76,000천원(경매)",아만바로우즈,0045828,서울,플룸,0036601,한국,2,0,0,0,1,0,이노쿠마 히로츠구,214705,국4,0,15,2,암,서인석,070165
20230126,0,COUNTRY HOUSE,6127102,"41,960천원(개별)",아머삭스,0057324,서울,IMWAYTOOCOOLFORYOU,6142829,미국,0,0,0,0,0,0,김창식,010352,외4,0,2,2,거,성상현,070289
20210505,197600000,프레저베이셔니스,0057586,"91,665천원(개별)",아메리카골드,0053722,서울,FIZZY PINK,6124628,미국,4,0,1,0,1,0,이강운,121047,외1,0,8,0,수,휴양마,0AAAAA
20230502,0,DIALED IN,6967924,"55,914천원(개별)",아모스골드,0057322,서울,FOXY SARA,6108453,미국,0,0,0,0,0,0,홍애란,124009,외4,0,0,0,수,최용건,070200
20230520,0,COLLECTED,6115207,"55,913천원(개별)",아모스맨,0057325,서울,KELL PASO,6123291,미국,0,0,0,0,0,0,홍애란,124009,외4,0,0,0,수,홍윤화,070306
20220310,16500000,섀클포드,0045050,"50,000천원(개별)",아모스불패,0051427,서울,장군의후예,0033287,한국,1,1,0,0,0,0,홍애란,124009,국5,0,1,1,수,휴양마,0AAAAA
20230315,16500000,섀클포드,0045050,"50,000천원(개별)",아모스스타,0053222,서울,심플워즈,0041936,한국,1,1,0,0,0,0,홍애란,124009,국5,0,6,6,수,최용건,070200
20240226,0,CAIRO PRINCE,6106383,"60,000천원(개별)",아모스월드,0055466,서울,식스퀸즈,0054928,한국,0,0,0,0,0,0,조아건설(주),125009,국미검,0,0,0,수,최용건,070200
20230402,0,레이스데이,0046317,"30,000천원(개별)",아모스전사,0053269,서울,퀴리아,0044971,한국,0,0,0,0,0,0,조아건설(주),125009,국미검,0,0,0,수,홍윤화,070306
20240202,0,PINEHURST,6148175,"90,000천원(경매)",아모스챔프,0055209,서울,컨퍼메이션바이스,0054966,한국,0,0,0,0,0,0,조아건설(주),125009,국미검,0,0,0,수,최용건,070200
20220430,53850000,투아너앤드서브,0041566,"25,000천원(개별)",아모스천하,0051888,서울,백만부자,0015515,한국,2,2,0,0,2,2,홍애란,124009,국4,0,5,5,거,휴양마,0AAAAA
20220429,19950000,섀클포드,0045050,"67,000천원(개별)",아모스최강,0051859,서울,실버블로섬,0034893,한국,1,1,0,0,0,0,홍애란,124009,국5,0,7,7,거,최용건,070200
20220325,66750000,머스킷맨,0036732,"40,000천원(개별)",아이엠고,0051120,서울,차이밍비카,0026402,한국,1,0,2,1,4,2,이관형,105163,국5,0,18,11,암,함완식,070248
20210220,415300000,SKY MESA,6338945,"22,000천원(개별)",아이엠짱,0052661,서울,SLY BEAUTY,6119835,미국,5,0,3,2,2,1,조제형,122031,외1,0,14,4,수,서홍수,070160
20200331,9100000,아치아치아치,0040056,수증,아치로켓,0045406,서울,희망로켓,0032550,한국,0,0,0,0,1,0,송암축산,121019,국6,0,20,0,암,휴양마,0AAAAA
20190515,125300000,아치아치아치,0040056,수증,아치메모리,0044846,서울,러브리메모리즈,0015402,한국,1,0,3,1,7,0,권광세,010441,국5,0,47,11,암,심승태,070166
20200420,42850000,아치아치아치,0040056,수증,아치클래스,0046048,서울,플라잉라푼젤,0036712,한국,1,0,2,0,2,0,송암축산,121019,국5,0,8,0,암,휴양마,0AAAAA
20200220,331850000,한센,0032990,"29,000천원(경매)",아침동자,0046007,서울,클린업스피드,0030321,한국,5,2,4,0,4,1,배영한,122004,국2,0,25,5,수,휴양마,0AAAAA
20210127,56400000,올드패션드,0037972,"66,000천원(경매)",아카펠,0046717,서울,그랜드마케팅,0034653,한국,2,1,1,1,0,0,배영한,122004,국4,0,10,6,암,서인석,070165
20220415,429400000,머스킷맨,0036732,"51,865천원(개별)",아쿠아라인,0051794,서울,아쿠아프린세스,0040081,한국,2,0,1,0,0,0,미즈타니 마사테루,214706,국4,0,10,6,수,서범석,070096
20220223,2400000,TOM'S D'ETAT,6149595,"5,000천원(개별)",아트캐처,0056407,서울,FIERCELY,6112639,미국,0,0,0,0,0,0,우상균,125018,외4,0,10,7,암,휴양마,0AAAAA
20230218,35100000,한센,0032990,"40,000천원(경매)",아파트,0054044,서울,태즈모나,0036725,한국,1,1,0,0,3,3,에릭 코,214121,국5,0,7,7,암,휴양마,0AAAAA
20240327,0,콘서트투어,0052316,"30,000천원(경매)",안데스,0056641,서울,조이풀룰러,0038884,한국,0,0,0,0,0,0,박치문,020013,국미검,0,0,0,수,강성오,070174
20220401,166200000,투아너앤드서브,0041566,"30,000천원(경매)",안양기쁨,0051020,서울,찬란한에이스,0033912,한국,4,2,2,1,1,1,(주)에이에프피,113039,국4,0,22,13,암,홍대유,070145
20230318,0,커널존,0038332,"25,000천원(개별)",안양레이저,0053572,서울,호루라기,0031609,한국,0,0,0,0,0,0,(주)에이에프피,113039,국6,0,2,2,거,홍대유,070145
20230123,65850000,다이나믹대시,0032994,"70,000천원(개별)",안양빛의속도,0052975,서울,다이나믹볼트,0035369,한국,1,1,1,1,1,1,(주)에이에프피,113039,국5,0,4,4,수,홍대유,070145
20210315,23800000,선더모카신,0033119,"35,000천원(개별)",안양쓰나미,0047535,서울,미스윈,0025203,한국,1,0,0,0,0,0,이상진,122030,국5,0,18,9,암,김윤섭,070103
20220312,38700000,오버애널라이즈,0045082,자가생산,알리페르,0051395,서울,텔미허니,0036310,한국,1,1,2,2,1,0,김정철,065122,국5,0,13,9,암,박지헌,070264
20220312,24600000,투아너앤드서브,0041566,"2,000천원(개별)",알파피메일,0051331,서울,다크레이디,0030308,한국,1,1,0,0,1,1,(주)쎄쎄쎄,124017,국5,0,11,5,암,이동국,070247
20210412,0,MAJESTIC CITY,6992307,"43,056천원(개별)",압권의반석,0054123,서울,ENCRYPTION CODE,6985615,미국,0,0,0,0,0,0,임병효,104134,외4,0,1,0,거,휴양마,0AAAAA
20230315,39300000,한센,0032990,"10,000천원(개별)",애순이,0053282,서울,성불챔프,0036925,한국,1,1,2,2,1,1,청수,116053,국5,0,6,6,암,박지헌,070264
20220210,35100000,투아너앤드서브,0041566,"1,000천원(개별)",애플스타일,0052161,서울,은빛환희,0034866,한국,1,0,0,0,1,1,선형조,121055,국5,0,16,8,수,휴양마,0AAAAA
20230331,21000000,언캡처드,0044993,"30,000천원(개별)",어게인굿맨,0053239,서울,베를린뷰티,0038298,한국,1,1,0,0,0,0,말사모,116058,국5,0,5,5,거,안병기,070146
20220320,1500000,사우스비치,0044743,"50,000천원(개별)",어디가도,0050688,서울,베네피셜프렌드,0036344,한국,0,0,0,0,0,0,에스지이건설,121013,국6,0,5,4,암,휴양마,0AAAAA
20230402,22800000,사우스비치,0044743,"50,000천원(개별)",어디든지,0053975,서울,베네피셜프렌드,0036344,한국,1,1,0,0,0,0,에스지이건설,121013,국5,0,7,7,수,정호익,070148
20210402,118950000,인디밴드,0028545,"60,000천원(개별)",어메이징록,1411900,서울,캔디스골드,0032986,한국,3,0,1,1,2,1,범한산업,106114,국4,0,20,7,암,이신우,070167
20210208,86550000,온이글즈윙즈,0036593,자가생산,어메이징스타,0046702,서울,어메이징대지,0034469,한국,3,0,2,0,1,0,김근영,106272,국4,0,15,5,암,휴양마,0AAAAA
20210206,274950000,모스피릿,6109240,"85,541천원(개별)",어서말을해,0053724,서울,ANNIE TRUST,7112846,미국,4,0,2,0,1,1,우태율,111006,외1,0,20,7,수,최용건,070200
20220408,0,맘보트레인,0029287,수증,어치브사인,0051373,서울,어치브,0036841,한국,0,0,0,0,0,0,요시다 가츠미,214126,국6,0,0,0,암,휴양마,0AAAAA
20220411,83700000,테스타마타,0034428,수증,어퍼핸드,0051334,서울,매그니피센트마인,0044933,한국,2,1,2,0,1,1,청메이칭,215633,국4,0,18,12,암,서범석,070096
20220305,82500000,TAPWRIT,6112413,"51,949천원(개별)",어퓨어굿우먼,0054789,서울,FUNNY HOLIDAY,6128973,미국,1,0,0,0,2,0,이성인,112003,외3,0,11,4,암,리카디,070244
20220204,19500000,스펀투런,6149581,"40,000천원(경매)",어플리트런,0050785,서울,어플리트래스,0050363,한국,0,0,1,0,2,1,최상기,105263,국5,0,7,3,거,토니,070265
20220430,0,파워블레이드,0033566,"3,300천원(개별)",에너지파워,0052090,서울,리에너자이즈,0046497,한국,0,0,0,0,0,0,토잉맨,125008,국6,0,6,6,암,박병일,070163
20230327,49500000,콩코드포인트,0038387,자가생산,에버글로리,0054545,서울,비카스쿠프,0037196,한국,2,2,0,0,0,0,김정철,065122,국4,0,2,2,암,박지헌,070264
20230425,10800000,콩코드포인트,0038387,자가생산,에버러블리,0054524,서울,텔미허니,0036310,한국,0,0,1,1,1,1,김정철,065122,국6,0,4,4,암,최봉주,070152
20240415,0,CAIRO PRINCE,6106383,"50,000천원(개별)",에버위닝,0056193,서울,말리부서프라이즈,0055101,한국,0,0,0,0,0,0,최몽주,111028,국미검,0,0,0,암,홍대유,070145
20230222,29700000,지롤라모,0040246,"80,000천원(개별)",에브리타임,0052980,서울,포트스덕션,0032471,한국,0,0,3,3,0,0,이관형,105163,국5,0,3,3,수,휴양마,0AAAAA
20230310,0,인디언킹,0036194,"50,000천원(개별)",에스파이어,0053417,서울,나르자,0027067,한국,0,0,0,0,0,0,오종환,065154,국6,0,0,0,암,심승태,070166
20240214,0,에어포스블루,0050506,자가생산,에어파워,0055211,서울,엘시즈송,0038369,한국,0,0,0,0,0,0,페가수스,065127,국미검,0,0,0,수,토니,070265
20230223,130350000,에어포스블루,0050506,자가생산,에어포스원,0052872,서울,엘드래곤,0036928,한국,4,4,2,2,0,0,페가수스,065127,국3,0,9,9,수,토니,070265
20230228,0,레볼루셔너리,0044420,"80,000천원(개별)",에이스알파,0056116,서울,모네플라잉,0037667,한국,0,0,0,0,0,0,투애니포,121063,국미검,0,0,0,수,송문길,070179
20220416,164850000,CUPID,6114915,"43,364천원(개별)",에이스케이,0054729,서울,PORT AUTHORITY,6110412,미국,3,3,1,0,3,3,강경운,117025,외2,0,15,12,거,우창구,070149
20240228,0,올드패션드,0037972,"50,000천원(개별)",에이케이선,0055716,서울,가디스문,0040421,한국,0,0,0,0,0,0,함승원,109142,국미검,0,0,0,암,홍윤화,070306
20240229,0,FROSTED,6112206,"51,255천원(개별)",에이케이준,0061610,서울,MYTHOLOGIST,7002783,미국,0,0,0,0,0,0,함승원,109142,외미검,0,0,0,수,홍윤화,070306
20230410,36450000,메디치글로리,0041800,"1,000천원(개별)",에코스타,0053231,서울,플래시어필,0040141,한국,1,1,1,1,0,0,선형조,121055,국5,0,4,4,암,이준철,070197
20220309,44550000,세이브더월드,0041628,"30,000천원(경매)",에코월드,0050946,서울,아켈레오,0043298,한국,1,0,1,0,2,1,이종원,010421,국5,0,15,7,암,함완식,070248
20210425,30450000,섀클포드,0045050,"39,000천원(개별)",에클레어,0047223,서울,레인스터레이디,0041959,한국,1,0,1,1,0,0,제이엘피코퍼레이션,124020,국5,0,19,12,암,서홍수,070160
20230324,3300000,위드디스팅션,0040086,"20,000천원(개별)",에클레어윈드,0057180,서울,에클레어드림,0035651,한국,0,0,0,0,0,0,(주)엑스포라인,125006,국6,0,2,2,암,전승규,070182
20210505,220850000,컬러즈플라잉,0027443,"20,000천원(개별)",에클레어파워,0052626,서울,에클레어드림,0035651,한국,4,2,3,2,5,1,(주)엑스포라인,125006,국3,0,19,7,거,전승규,070182
20200306,123550000,티즈원더풀,0034835,"5,000천원(개별)",에펠탑,0045498,서울,플라이퀸,0018192,한국,2,0,4,0,3,0,오종환,065154,국4,0,28,10,거,심승태,070166
20210423,142600000,테스타마타,0034428,"20,000천원(경매)",엑설런트마타,1411752,서울,프라그노시스,0041938,한국,1,1,5,3,6,2,박정배,118001,국4,0,29,11,암,휴양마,0AAAAA
20230505,0,트리플나인,0032258,"20,000천원(개별)",엑설런트스톰,0053685,서울,스테인드글라스,0033121,한국,0,0,0,0,0,0,박준배,106148,국6,0,3,3,암,안병기,070146
20210522,229500000,언캡처드,0044993,"20,000천원(경매)",엑설런트탄,1412210,서울,쾌한탄생,0035474,한국,4,1,5,1,4,2,박준배,106148,국2,0,24,9,거,김동균,070170
20220319,33600000,파워블레이드,0033566,-,엑설런트한센,0051486,서울,스터닝한센,0040484,한국,0,0,1,0,4,3,박정배,118001,국5,0,15,9,암,김동균,070170
20230324,0,피스룰즈,0025790,"30,000천원(개별)",엑스칼리버,0053195,서울,빅토리고고,0043559,한국,0,0,0,0,0,0,홍상기,105194,국6,0,3,3,거,서인석,070165
20230413,30150000,미스치비어슬리,0038245,"35,000천원(개별)",엑스텐,0054797,서울,얼음공주,0035257,한국,1,1,0,0,1,1,양희숙,122024,국5,0,7,7,암,최용건,070200
20210413,34350000,페더럴리스트,0034735,"35,000천원(개별)",엑스팩터,0047116,서울,로렌브레이,0033029,한국,1,1,1,0,1,0,공이공팔,116054,국5,0,16,13,거,김동균,070170
20210212,128250000,CONSTITUTION,6109230,"5,000천원(개별)",엔딩파이어,0053094,서울,SWEET TUNE,6104088,미국,0,0,5,2,4,2,박재범,104040,외3,0,26,11,수,박재우,070164
20220427,0,레볼루셔너리,0044420,"40,000천원(개별)",엔젤타임,0051297,서울,아델엔젤,0041801,한국,0,0,0,0,0,0,박민지,121005,국6,0,3,3,암,휴양마,0AAAAA
20210331,61800000,한센,0032990,"20,000천원(개별)",엔트로피,0047419,서울,레드영,0023698,한국,1,0,1,1,4,1,안영환,010561,국5,0,15,9,수,우창구,070149
20220505,180750000,PAYNTER,6970674,"66,596천원(개별)",엘도라도강남,0054609,서울,NABEDHAH,6113901,미국,4,0,0,0,2,0,임한용,121021,외2,0,8,1,수,휴양마,0AAAAA
20220315,239250000,파워블레이드,0033566,"35,000천원(개별)",엘도라도놀부,0052091,서울,신용퀸,0028490,한국,3,1,8,4,2,1,임동현,119010,국2,0,19,10,수,정호익,070148
20220417,57750000,KANTHAROS,6965458,"38,456천원(개별)",엘도라도해남,0054608,서울,WARRIOR HALL,6119191,미국,1,1,1,1,0,0,임한용,121021,외3,0,4,4,거,이준철,070197
20180519,336590000,카우보이칼,0038391,"50,000천원(개별)",엠제이베스트,0042046,서울,주얼리파티,0032396,한국,4,0,6,1,8,1,박정재,010801,국2,0,58,14,수,문병기,070225
20220326,5500000,오버애널라이즈,0045082,"50,000천원(개별)",엠제이베트,0050726,서울,메니그랜드,0039145,한국,0,0,1,1,0,0,박정재,010801,국6,0,9,9,암,휴양마,0AAAAA
20230421,2250000,레볼루셔너리,0044420,"40,000천원(개별)",엠제이빅토리,0054876,서울,슈거빅토리,0030384,한국,0,0,0,0,0,0,박민지,121005,국6,0,2,2,암,휴양마,0AAAAA
20230330,16800000,MAXIMUM SECURITY,6126916,"70,975천원(개별)",엠제이클래스,0060830,서울,KILCOOLE MISS,6128290,미국,0,0,0,0,1,1,박정재,010801,외4,0,5,5,암,휴양마,0AAAAA
20220313,170100000,CONNECT,6114907,"74,502천원(개별)",엠지베스트,0056403,서울,URGENT SELLER,6151417,미국,3,2,2,1,1,1,강만구,122025,외2,0,13,7,수,박재우,070164
20220420,20400000,티즈원더풀,0034835,"60,000천원(경매)",엠지퍼스트,0051791,서울,풀문파티,0026457,한국,0,0,0,0,4,1,강만구,122025,국5,0,14,6,수,박재우,070164
20210313,191250000,카우보이칼,0038391,"55,000천원(개별)",엠케이리,1411893,서울,부활의숨결,0040031,한국,4,2,2,1,4,0,강만구,122025,국3,0,25,11,수,박재우,070164
20240502,0,클래식엠파이어,0054840,"82,175천원(개별)",엠파이어스타,0059222,서울,STORM STAR,6114428,미국,0,0,0,0,0,0,에스지이건설,121013,외미검,0,0,0,수,박재우,070164
20220516,25050000,페더럴리스트,0034735,"1,000천원(개별)",여명의순간,0051571,서울,뱅크엘리,0033071,한국,0,0,2,2,0,0,피닉스,113041,국5,0,14,11,암,강환민,070175
20230421,1200000,언캡처드,0044993,"30,000천원(개별)",역전의히트,0053413,서울,프리실라,0028867,한국,0,0,0,0,0,0,오종환,065154,국6,0,2,2,수,심승태,070166
20230318,1200000,머스킷맨,0036732,"43,000천원(개별)",연동스타,0053541,서울,갤럭시프린세스,0050644,한국,0,0,0,0,0,0,송창오,121057,국6,0,4,4,암,안병기,070146
20240410,0,플래시백,0046483,수증,연바라기,0057205,서울,리치여장군,0035094,한국,0,0,0,0,0,0,강홍수,010424,국미검,0,0,0,암,김윤섭,070103
20220508,201750000,올드패션드,0037972,"37,000천원(개별)",연희히어로,0051931,서울,플랜스투프로스퍼,0045006,한국,4,3,4,1,1,1,최병권,010806,국2,0,13,7,거,이준철,070197
20220406,63900000,미스터크로우,0041813,"33,000천원(경매)",영광의스카이,0051509,서울,프리마퀸,0035910,한국,1,1,3,3,2,1,변창덕,110048,국5,0,13,9,수,박재우,070164
20210530,670200000,언캡처드,0044993,"33,000천원(경매)",영광의월드,0047231,서울,주말파티,0024529,한국,11,4,5,3,1,0,변창덕,110048,국1,0,23,9,거,박재우,070164
20210512,178650000,COURAGEOUS CAT,6780148,"115,324천원(개별)",영원빅맨,0054120,서울,LAUR NET,6150289,미국,4,2,0,0,2,1,이종훈,105127,외3,0,19,10,수,휴양마,0AAAAA
20210408,96150000,지롤라모,0040246,"76,000천원(경매)",영원자이언트,1411932,서울,스킵러너,0023333,한국,0,0,5,2,4,3,이종훈,105127,국4,0,25,11,수,휴양마,0AAAAA
20230318,0,크리솔라이트,0038227,"30,000천원(경매)",영원한루체아,0053091,서울,스테이트비지트,0038339,한국,0,0,0,0,0,0,조병해,010457,국6,0,1,1,암,이동국,070247
