chaksun,diffTot,divide,hrName,hrno,jkName,jkNo,meet,noracefl,prow,prowName,prtr,prtrName,rankKind,rc10dusu,rcAge,rcBudam,rcChul,rcCode,rcDate,rcDiff2,rcDiff3,rcDiff4,rcDiff5,rcDist,rcFrflag,rcGrade,rcHrfor,rcHrnew,rcNo,rcNrace,rcOrd,rcP1Odd,rcP1Sale,rcP2Odd,rcP2Sale,rcP3Odd,rcP3Sale,rcP4Odd,rcP4Sale,rcP5Odd,rcP5Sale,rcP6Odd,rcP6Sale,rcP8Odd,rcP8Sale,rcPlansu,rcRank,rcSex,rcSpcba,rcSpcbu,rcTime,rcVtdusu,rundayth,track,weath,wgHr
0,18.0,0,원더풀원더,0043205,신형철,080122,서울,정상,104100,윤지중,070152,최봉주,0,12,연령오픈,2,1,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,8,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,65.5,12,1,양호,맑음,450
5500000,4.0,0,일격필살,0042960,박을운,080339,서울,정상,010352,김창식,070174,강성오,0,12,연령오픈,2,2,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,2,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,63.0,12,1,양호,맑음,484
8800000,0.0,0,아이언머스킷,0042934,조상범,080533,서울,정상,114008,홍종철,070144,배휴준,0,12,연령오픈,2,3,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,1,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,62.2,12,1,양호,맑음,499
0,14.0,0,비바챔피언,0042822,김덕현,080577,서울,정상,065068,박세용,070111,임봉춘,0,12,연령오픈,2,4,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,6,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,64.7,12,1,양호,맑음,475
1540000,13.0,0,레드마운틴,0042379,김동수,080529,서울,정상,118016,박순옥,070174,강성오,0,12,연령오픈,2,5,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,5,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,64.5,12,1,양호,맑음,429
2420000,10.0,0,주말의시작,0042712,임다빈,080602,서울,정상,010538,김광영,070117,박윤규,0,12,연령오픈,2,6,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,4,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,64.1,12,1,양호,맑음,471
0,23.0,0,금성강자,0042546,안효리,080500,서울,정상,065096,조창규,070161,신삼영,0,12,연령오픈,2,7,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,11,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,66.3,12,1,양호,맑음,434
3740000,6.0,0,남산시대,0042947,빅투아르,080582,서울,정상,010516,이기선,070163,박병일,0,12,연령오픈,2,8,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,3,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,63.4,12,1,양호,맑음,481
0,19.5,0,댓츠마이보이,0043319,박현우,080499,서울,정상,113038,(주)인펨,070181,이관호,0,12,연령오픈,2,9,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,9,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,65.7,12,1,양호,맑음,474
0,22.0,0,베스트빅뱅,0042348,임기원,080487,서울,정상,113008,김태성,070164,박재우,0,12,연령오픈,2,10,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,10,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,66.1,12,1,양호,맑음,493
0,31.0,0,뉴그랜드,0042491,이기회,080394,서울,정상,110001,류재욱,070111,임봉춘,0,12,연령오픈,2,11,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,12,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,67.7,12,1,양호,맑음,442
0,15.5,0,플라잉풀문,0042282,이혁,080486,서울,정상,110028,김형순,070198,임채덕,0,12,연령오픈,2,12,일반,20210108,4.0,6.0,10.0,13.0,1000,국산,일반,국산마,일반,1,일반,7,92.8,11600,3.2,1200,0.7,13000,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,65.0,12,1,양호,맑음,483
5500000,4.0,0,러닝킹,0043252,문세영,080366,서울,정상,065154,오종환,070051,지용철,0,12,연령오픈,2,1,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,2,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,77.6,12,1,양호,맑음,510
770000,7.0416,0,라온샹젤리,0042250,이혁,080486,서울,정상,010832,라온건설(주),070095,박종곤,0,12,연령오픈,2,2,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,5,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,78.1,12,1,양호,맑음,480
0,12.0416,0,흑룡가무,0042952,문성혁,080587,서울,정상,119012,정승희,070165,서인석,0,12,연령오픈,2,3,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,8,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,78.9,12,1,양호,맑음,494
8800000,0.0,0,유롱스타,0040543,장추열,080476,서울,정상,214959,장위에셩,070148,정호익,0,12,연령오픈,2,4,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,1,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,76.8,12,1,양호,맑음,474
0,11.0416,0,플라잉인디,0042841,신형철,080122,서울,정상,110028,김형순,070198,임채덕,0,12,연령오픈,2,5,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,7,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,78.7,12,1,양호,맑음,460
770000,7.0416,0,특권,0043257,임다빈,080602,서울,정상,010532,이장한,070149,우창구,0,12,연령오픈,2,6,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,5,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,78.1,12,1,양호,맑음,442
0,20.7916,0,아이언마스크,0042659,권석원,080511,서울,정상,114008,홍종철,070144,배휴준,0,12,연령오픈,2,7,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,11,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,80.4,12,1,양호,맑음,485
3740000,6.0,0,플라잉카라,0042791,박을운,080339,서울,정상,110028,김형순,070166,심승태,0,12,연령오픈,2,8,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,3,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,77.9,12,1,양호,맑음,455
0,12.7916,0,정문지존,0043020,송재철,080513,서울,정상,117014,김재영,070145,홍대유,0,12,연령오픈,2,9,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,9,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,79.0,12,1,양호,맑음,487
0,21.0416,0,인디라이트,0042795,함완식,080342,서울,정상,109014,변갑한,070085,최상식,0,12,연령오픈,2,10,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,12,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,80.5,12,1,양호,맑음,488
0,16.7916,0,페페런,0043243,김동수,080529,서울,정상,109001,박기태,070163,박병일,0,12,연령오픈,2,11,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,10,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,79.8,12,1,양호,맑음,453
2420000,7.0,0,퀸즈투어,0042023,조상범,080533,서울,정상,111052,안희철,070111,임봉춘,0,12,연령오픈,2,12,일반,20210108,4.0,6.0,7.0,7.0416,1200,국산,일반,국산마,일반,2,일반,4,20.8,2600,5.6,2100,54.5,37300,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,78.1,12,1,양호,맑음,457
0,11.25,0,글로리칸,0042318,임다빈,080602,서울,정상,116034,정범성,070148,정호익,0,2,연령오픈,2,1,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,6,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,78.8,12,1,양호,맑음,487
0,14.25,0,하니,0042766,신형철,080122,서울,정상,119028,황혜정,070198,임채덕,0,2,연령오픈,2,2,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,7,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,79.4,12,1,양호,맑음,437
0,520.375,0,해피드림,0042269,다비드,080584,서울,정상,111007,황은호,070181,이관호,0,2,연령오픈,2,3,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,12,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,121.1,12,1,양호,맑음,434
8800000,0.0,0,스마트핑크,0042232,이혁,080486,서울,정상,065154,오종환,070177,김동철,0,2,연령오픈,2,4,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,1,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,76.9,12,1,양호,맑음,455
2420000,7.75,0,큐피드원더,0042076,지하주,080301,서울,정상,104038,서순배,070053,이희영,0,2,연령오픈,2,5,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,4,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,78.2,12,1,양호,맑음,454
1540000,8.75,0,로즈데이마린,0040836,장추열,080476,서울,정상,112286,이경희,070145,홍대유,0,2,연령오픈,2,6,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,5,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,78.4,12,1,양호,맑음,444
0,15.625,0,고속대박,0042764,이기회,080394,서울,정상,110058,손병철,070098,최영주,0,2,연령오픈,2,7,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,9,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,79.6,12,1,양호,맑음,443
3740000,7.0,0,빅토리카,0042434,박을운,080339,서울,정상,117024,김한수,070108,안해양,0,2,연령오픈,2,8,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,3,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,78.1,12,1,양호,맑음,463
5500000,3.0,0,아담스애플,0042924,이용호,080547,서울,정상,114004,서창식,070164,박재우,0,2,연령오픈,2,9,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,2,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,77.4,12,1,양호,맑음,495
0,517.375,0,크라운조이,0042770,이현종,080548,서울,정상,105161,이미경,070091,배대선,0,2,연령오픈,2,10,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,11,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,120.5,12,1,양호,맑음,469
0,14.375,0,엠제이퀸,0042536,박현우,080499,서울,정상,010801,박정재,070170,김동균,0,2,연령오픈,2,11,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,8,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,79.4,12,1,양호,맑음,487
0,17.375,0,컴플리트챔프,0043283,임기원,080487,서울,정상,119008,장세준,070199,조현수,0,2,연령오픈,2,12,일반,20210108,3.0,7.0,7.75,8.75,1200,국산,일반,국산마,일반,3,일반,10,0.8,1400,1.6,200,8.3,34200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,79.9,12,1,양호,맑음,500
0,9.0,0,밀레니엄파워,0040589,이현종,080548,서울,정상,104060,최장석,070164,박재우,0,2,연령오픈,2,1,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,8,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,85.0,12,1,양호,맑음,518
2420000,3.5,0,아킬리온,0042865,김효정,080578,서울,정상,117024,김한수,070108,안해양,0,2,연령오픈,2,2,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,4,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,84.0,12,1,양호,맑음,499
0,11.5416,0,신의아들,0042798,송재철,080513,서울,정상,105239,김진태a,070111,임봉춘,0,2,연령오픈,2,3,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,10,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,85.4,12,1,양호,맑음,449
0,5.5,0,정문폭주,0042606,하정훈,080552,서울,정상,117014,김재영,070145,홍대유,0,2,연령오픈,2,4,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,6,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,84.4,12,1,양호,맑음,503
5500000,1.25,0,아로마,0041325,박현우,080499,서울,정상,010630,최수군,070181,이관호,0,2,연령오픈,2,5,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,2,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,83.6,12,1,양호,맑음,483
1540000,4.25,0,원더풀조이,0042498,신형철,080122,서울,정상,106296,김기종,070146,안병기,0,2,연령오픈,2,6,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,5,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,84.2,12,1,양호,맑음,476
0,19.5416,0,다나은석세스,0041507,박태종,080103,서울,정상,117021,이진경,070115,박천서,0,2,연령오픈,2,7,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,12,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,86.8,12,1,양호,맑음,475
0,14.5416,0,녹두장수,0041198,다비드,080584,서울,정상,105163,이관형,070174,강성오,0,2,연령오픈,2,8,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,11,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,86.0,12,1,양호,맑음,470
0,9.0416,0,금아콜로설,0040611,이용호,080547,서울,정상,117038,금아산업(주),070167,이신우,0,2,연령오픈,2,9,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,9,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,85.0,12,1,양호,맑음,493
3740000,2.0,0,스카이퓨처,0040458,김용근,080405,서울,정상,110058,손병철,070098,최영주,0,2,연령오픈,2,10,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,3,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,83.8,12,1,양호,맑음,449
0,6.0,0,찬란한날,0042703,김덕현,080577,서울,정상,010418,진교원,070111,임봉춘,0,2,연령오픈,2,11,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,7,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,84.5,12,1,양호,맑음,453
8800000,0.0,0,케이엔여신,0040868,김아현,080598,서울,정상,214774,조경수,070092,박대흥,0,2,연령오픈,2,12,일반,20210108,1.25,2.0,3.5,4.25,1300,국산,일반,국산마,일반,4,일반,1,0.8,300,3.2,1200,9.1,28600,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,83.4,12,1,양호,맑음,484
5500000,0.125,0,레드백,0042632,박현우,080499,서울,정상,010606,윤훈현,070115,박천서,0,1,연령오픈,2,1,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,2,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,89.8,12,1,양호,맑음,486
0,11.5,0,영웅대마,0042309,장추열,080476,서울,정상,116049,김광명,070148,정호익,0,1,연령오픈,2,2,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,9,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,91.8,12,1,양호,맑음,485
8800000,0.0,0,로열로드,0043201,김용근,080405,서울,정상,112005,손병현,070146,안병기,0,1,연령오픈,2,3,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,1,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,89.7,12,1,양호,맑음,505
3740000,4.125,0,베스트탑,0041501,다비드,080584,서울,정상,111067,베스트샤인조합,070053,이희영,0,1,연령오픈,2,4,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,3,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,90.5,12,1,양호,맑음,478
1540000,6.75,0,원퍼트,0040551,김아현,080598,서울,정상,010422,박시용,070051,지용철,0,1,연령오픈,2,5,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,5,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,90.9,12,1,양호,맑음,501
0,33.0,0,최강다이아,0037847,지하주,080301,서울,정상,119016,강태구,070177,김동철,0,1,연령오픈,2,6,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,12,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,95.4,12,1,양호,맑음,454
0,7.25,0,그레이캣,0043411,송재철,080513,서울,정상,010226,김명식,070160,서홍수,0,1,연령오픈,2,7,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,6,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,91.0,12,1,양호,맑음,456
0,16.5,0,파이널에이스,0041404,박을운,080339,서울,정상,106017,김선식,070199,조현수,0,1,연령오픈,2,8,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,10,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,92.6,12,1,양호,맑음,481
2420000,4.25,0,맥스대로,0040750,문세영,080366,서울,정상,010808,최종환,070108,안해양,0,1,연령오픈,2,9,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,4,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,90.5,12,1,양호,맑음,476
0,19.0,0,정문라이언,0042997,박병윤,080435,서울,정상,117014,김재영,070145,홍대유,0,1,연령오픈,2,10,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,11,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,93.0,12,1,양호,맑음,507
0,9.0,0,오피서커맨딩,0040664,신형철,080122,서울,정상,104100,윤지중,070152,최봉주,0,1,연령오픈,2,11,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,8,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,91.3,12,1,양호,맑음,453
0,7.75,0,고고고,0043266,이혁,080486,서울,정상,215633,청메이칭,070096,서범석,0,1,연령오픈,2,12,일반,20210108,0.125,4.125,4.25,6.75,1400,국산,일반,국산마,일반,5,일반,7,0.8,100,2.4,900,220.5,30200,0.0,0,0.0,0,0.0,0,0.0,0,12,06,오픈,0,1,91.1,12,1,양호,맑음,511
2420000,16.0,0,은혜파도,0040563,박을운,080339,서울,정상,119016,강태구,070177,김동철,0,2,연령오픈,2,1,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,4,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,91.7,12,1,양호,맑음,415
3740000,12.0,0,우승환희,0042177,부민호,080418,서울,정상,118004,이연수,070170,김동균,0,2,연령오픈,2,2,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,3,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,91.1,12,1,양호,맑음,475
0,29.375,0,천지부사,0041491,이현종,080548,서울,정상,106296,김기종,070146,안병기,0,2,연령오픈,2,3,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,10,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,94.0,12,1,양호,맑음,485
0,22.875,0,페더럴윈,0042716,임다빈,080602,서울,정상,065118,금악목장,070148,정호익,0,2,연령오픈,2,4,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,8,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,92.9,12,1,양호,맑음,486
0,21.25,0,모닝뉴스,0042424,조상범,080533,서울,정상,110034,(주)나스카,070200,최용건,0,2,연령오픈,2,5,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,6,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,92.7,12,1,양호,맑음,476
0,34.875,0,선봉골드,0043218,김옥성,080100,서울,정상,105234,한영석,070115,박천서,0,2,연령오픈,2,6,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,12,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,94.9,12,1,양호,맑음,454
0,31.875,0,금아로버스트,0041520,안효리,080500,서울,정상,117038,금아산업(주),070167,이신우,0,2,연령오픈,2,7,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,11,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,94.4,12,1,양호,맑음,443
5500000,11.0,0,강화처녀,0040578,이철경,080563,서울,정상,104045,서운석,070165,서인석,0,2,연령오픈,2,8,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,2,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,90.9,12,1,양호,맑음,432
1540000,17.25,0,고고스타,0042893,김정준,080473,서울,정상,111001,김재용,070103,김윤섭,0,2,연령오픈,2,9,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,5,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,92.0,12,1,양호,맑음,469
0,22.75,0,쏘아라가즈,0043270,조한별,080515,서울,정상,065034,현태봉,070050,김대근,0,2,연령오픈,2,10,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,7,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,92.9,12,1,양호,맑음,446
0,23.375,0,내길의축복,0040528,먼로,080593,서울,정상,117023,유종국,070145,홍대유,0,2,연령오픈,2,11,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,9,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,93.0,12,1,양호,맑음,498
8800000,0.0,0,큐피드포인트,0043116,이혁,080486,서울,정상,104038,서순배,070177,김동철,0,2,연령오픈,2,12,일반,20210108,11.0,12.0,16.0,17.25,1400,국산,일반,국산마,일반,6,일반,1,0.8,300,0.8,100,0.7,24100,0.0,0,0.0,0,0.0,0,0.0,0,12,06,암,0,1,89.0,12,1,양호,맑음,484
8000000,1.0,0,퍼펙트파워,0041373,신형철,080122,서울,정상,010110,지성한,070085,최상식,0,12,연령오픈,3,1,일반,20210108,1.0,1.75,3.0,5.0,1200,국산,일반,국산마,일반,7,일반,2,10.4,1300,2.9,1300,102.6,28100,0.0,0,0.0,0,0.0,0,0.0,0,12,05,오픈,0,0,75.8,12,1,양호,맑음,505
0,5.375,0,아테나브이,0039759,유승완,080417,서울,정상,116042,허장원,070179,송문길,0,12,연령오픈,3,2,일반,20210108,1.0,1.75,3.0,5.0,1200,국산,일반,국산마,일반,7,일반,7,10.4,1300,2.9,1300,102.6,28100,0.0,0,0.0,0,0.0,0,0.0,0,12,05,오픈,0,0,76.5,12,1,양호,맑음,530
0,9.625,0,해피삭스,0043282,김아현,080598,서울,정상,010352,김창식,070175,강환민,0,12,연령오픈,3,3,일반,20210108,1.0,1.75,3.0,5.0,1200,국산,일반,국산마,일반,7,일반,9,10.4,1300,2.9,1300,102.6,28100,0.0,0,0.0,0,0.0,0,0.0,0,12,05,오픈,0,0,77.2,12,1,양호,맑음,471
